create_dt,metric_id,feature_name,metrics,display_names,operating_system_type,1st Quartile,3rd Quartile,IQR,Upper,Lower,Yesterday,last_7_days,last_30_days,% Change Last 7 Days,% Change Last 30 Days,metric_nature_indicator,colour_indicator
05-02-2025,1000009,BIL LING,DR_CoxApp | Billing - Additional time to pay (Link out),Additional time to pay - Linkout,Both,65.5,67.9,2.401,69.701,63.699,67.764,67.253,66.997,0.759175316,1.144374475,Positive Within,White
05-02-2025,245,BIL LING,DR_CoxApp | Billing - Additional time to pay (Link out),Additional time to pay - Linkout,Google Android,61.18,63.98,2.8,66.08,59.08,64.245,62.637,63.069,2.566938831,1.865109,Positive Within,White
05-02-2025,17,BIL LING,DR_Billing - Edit Billing Address,Address Changes,Apple iOS,0.159,0.206,0.047,0.242,0.124,0.189,0.168,0.18,12.40441801,5.13628778,Positive Within,White
05-02-2025,10000017,BIL LING,DR_Billing - Edit Billing Address,Address Changes,Both,0.162,0.206,0.044,0.239,0.129,0.18,0.173,0.181,4.046242775,-0.753537953,Positive Within,White
05-02-2025,253,BIL LING,DR_Billing - Edit Billing Address,Address Changes,Google Android,0.163,0.204,0.041,0.235,0.132,0.149,0.19,0.187,-21.5199398,-20.40598291,Positive Within,White
05-02-2025,15,BIL LING,DR_Billing - Agreements & Discounts,Agreement & Discounts,Apple iOS,2.731,3.122,0.391,3.416,2.438,3.039,2.932,2.822,3.664538765,7.689581857,Positive Within,White
05-02-2025,10000015,BIL LING,DR_Billing - Agreements & Discounts,Agreement & Discounts,Both,2.778,3.191,0.413,3.501,2.468,3.055,2.975,2.873,2.703870906,6.332374234,Positive Within,White
05-02-2025,251,BIL LING,DR_Billing - Agreements & Discounts,Agreement & Discounts,Google Android,2.913,3.283,0.37,3.561,2.635,3.109,3.119,3.043,-0.31148367,2.181224597,Positive Within,White
05-02-2025,130,RE GISTRATION (NATIVE),DR_Native Registration - Already Registered,Already Registered,Apple iOS,21.548,23.684,2.135,25.285,19.947,23.785,25.251,23.631,-5.807309346,0.65111844,Positive Within,White
05-02-2025,100000107,RE GISTRATION (NATIVE),DR_Native Registration - Already Registered,Already Registered,Both,24.364,26.213,1.849,27.599,22.978,26.216,27.975,26.385,-6.289192557,-0.641017543,Positive Within,White
05-02-2025,366,RE GISTRATION (NATIVE),DR_Native Registration - Already Registered,Already Registered,Google Android,29.417,32.109,2.692,34.128,27.398,31.884,33.497,31.949,-4.816574407,-0.203136884,Positive Within,White
05-02-2025,211,S UPPORT,DR_Support - App Feedback,App Feedback,Apple iOS,0.832,0.97,0.139,1.075,0.728,1.087,0.899,0.885,20.96979332,22.81560711,Positive Above,Green
05-02-2025,100000168,S UPPORT,DR_Support - App Feedback,App Feedback,Both,0.633,0.746,0.112,0.83,0.549,0.836,0.69,0.679,21.23472136,23.19481285,Positive Above,Green
05-02-2025,445,S UPPORT,DR_Support - App Feedback,App Feedback,Google Android,0,0,0,0,0,0,,,0,0,Positive Within,White
05-02-2025,118,OVER ALL,Average Time Spent on Page,Average Time Spent (mins),Apple iOS,3.4,3.6,0.2,3.85,3.15,3.7,3.814,3.617,-2.996254682,2.304147465,Negative Within,White
05-02-2025,10000095,OVER ALL,Average Time Spent on Page,Average Time Spent (mins),Both,7.5,8.075,0.575,8.794,6.781,8.2,8.529,8.043,-3.852596315,1.947782843,Negative Within,White
05-02-2025,354,OVER ALL,Average Time Spent on Page,Average Time Spent (mins),Google Android,4.1,4.4,0.3,4.775,3.725,4.5,4.714,4.427,-4.545454545,1.656626506,Negative Within,White
05-02-2025,16,BIL LING,DR_Billing - Bill Delivery,Bill Delivery Options,Apple iOS,1.071,1.205,0.134,1.305,0.971,1.103,1.129,1.149,-2.265822785,-4.036888812,Positive Within,White
05-02-2025,10000016,BIL LING,DR_Billing - Bill Delivery,Bill Delivery Options,Both,1.086,1.223,0.137,1.326,0.983,1.104,1.144,1.171,-3.508552878,-5.700130972,Positive Within,White
05-02-2025,252,BIL LING,DR_Billing - Bill Delivery,Bill Delivery Options,Google Android,1.116,1.297,0.181,1.433,0.98,1.109,1.197,1.242,-7.351712615,-10.67736999,Positive Within,White
05-02-2025,11,BIL LING,DR_Billing - View Bill Details,Bill Downloads,Apple iOS,8.489,9.632,1.143,10.49,7.631,9.805,9.114,8.917,7.585115054,9.963027899,Positive Within,White
05-02-2025,10000011,BIL LING,DR_Billing - View Bill Details,Bill Downloads,Both,7.516,8.511,0.995,9.257,6.77,8.828,8.092,7.899,9.091551036,11.76428388,Positive Within,White
05-02-2025,247,BIL LING,DR_Billing - View Bill Details,Bill Downloads,Google Android,4.278,4.896,0.619,5.361,3.814,5.477,4.713,4.529,16.19991514,20.92376305,Positive Above,Green
05-02-2025,202,S UPPORT,DR_Support - Billing and Account,Billing & Account Support,Apple iOS,0,0,0,0,0,0,,,0,0,Positive Within,White
05-02-2025,100000159,S UPPORT,DR_Support - Billing and Account,Billing & Account Support,Both,0,0,0,0,0,0,,,0,0,Positive Within,White
05-02-2025,436,S UPPORT,DR_Support - Billing and Account,Billing & Account Support,Google Android,0,0,0,0,0,0,,,0,0,Positive Within,White
05-02-2025,1,BIL LING,DR_Visits to Billing Home,Billing Section Visits,Apple iOS,53851.25,68230.25,14379,86204,35877.5,59662,57673.571,59310.467,3.447729215,0.592700333,Positive Within,White
05-02-2025,1000001,BIL LING,DR_Visits to Billing Home,Billing Section Visits,Both,70027.25,88986,18958.75,112684.438,46328.812,77062,75147.286,77268.7,2.547948695,-0.26750806,Positive Within,White
05-02-2025,237,BIL LING,DR_Visits to Billing Home,Billing Section Visits,Google Android,16142.25,20595.25,4453,26161.5,10576,17400,17473.714,17958.233,-0.421858138,-3.108509189,Positive Within,White
05-02-2025,203,S UPPORT,DR_Support - Billing,Billing Support,Apple iOS,17.26,19.72,2.46,21.564,15.416,19.212,18.866,18.428,1.836300441,4.255149809,Positive Within,White
05-02-2025,100000160,S UPPORT,DR_Support - Billing,Billing Support,Both,16.404,18.687,2.282,20.399,14.693,17.949,17.737,17.419,1.196871703,3.043048943,Positive Within,White
05-02-2025,437,S UPPORT,DR_Support - Billing,Billing Support,Google Android,13.615,15.37,1.755,16.687,12.299,13.741,13.945,14.089,-1.464908776,-2.473242422,Positive Within,White
05-02-2025,19,BIL LING,DR_Billing visits to chat,Billing_Interacted with chat,Apple iOS,3.087,3.591,0.505,3.97,2.708,3.451,3.345,3.256,3.168908819,5.992198778,Negative Within,White
05-02-2025,10000019,BIL LING,DR_Billing visits to chat,Billing_Interacted with chat,Both,3.068,3.573,0.505,3.952,2.689,3.4,3.34,3.247,1.783346876,4.709892005,Negative Within,White
05-02-2025,255,BIL LING,DR_Billing visits to chat,Billing_Interacted with chat,Google Android,3.036,3.576,0.54,3.981,2.631,3.224,3.326,3.218,-3.054254908,0.18022497,Negative Within,White
05-02-2025,57,E COMMERCE,DR_CRO Ecomm Traffic sent from App to cox.com,CRO,Apple iOS,19.906,23.38,3.474,25.986,17.3,22.628,20.87,20.617,8.422832344,9.753554089,Positive Within,White
05-02-2025,10000056,E COMMERCE,DR_CRO Ecomm Traffic sent from App to cox.com,CRO,Both,18.883,21.878,2.995,24.124,16.637,20.813,19.413,19.206,7.214029201,8.367929244,Positive Within,White
05-02-2025,293,E COMMERCE,DR_CRO Ecomm Traffic sent from App to cox.com,CRO,Google Android,14.118,15.842,1.724,17.136,12.825,13.908,13.826,13.667,0.593085491,1.76635008,Positive Within,White
