metric_id,metrics,display_names,operating_system_type,feature_name,unique_identifier,metric_nature,level_1,level_2,level_3,level_4,level_5,hierarchy_id,parent_id_old,metric_sequence_num,metric_seqno,level_no,feature_id,feature_seq_num,parent_id,create_dt
17,DR_Billing - Edit Billing Address,Address Changes,Apple iOS,BIL LING,BL,Positive,,Address Changes,,,,Apple iOS_BL_1.11,Apple iOS_BL_1,17,17,2.0,1,3,1.0,2025-02-05
18,DR_Billing - Move My Service,Move Service,Apple iOS,BIL LING,BL,Positive,,Move Service,,,,Apple iOS_BL_1.12,Apple iOS_BL_1,18,18,2.0,1,3,1.0,2025-02-05
19,DR_Billing visits to chat,Billing_Interacted with chat,Apple iOS,BIL LING,BL,Negative,,Billing_Interacted with chat,,,,Apple iOS_BL_1.13,Apple iOS_BL_1,19,19,2.0,1,3,1.0,2025-02-05
20,DR_Wireless Service,Visits from 'Cox Mobile' users,Apple iOS,COX MOBILE,CM,Positive,Visits from 'Cox Mobile' users,,,,,Apple iOS_CM_1,,20,1,1.0,2,13,,2025-02-05
21,DR_Mymobile HomePage Visits,Coxmob Line Detail Page,Apple iOS,COX MOBILE,CM,Positive,,Coxmob Line Detail Page,,,,Apple iOS_CM_1.1,Apple iOS_CM_1,21,2,2.0,2,13,20.0,2025-02-05
22,DR_Mobile Lock Enabled,,Apple iOS,COX MOBILE,CM,,,,,,,,,22,,1.0,2,13,,2025-02-05
23,DR_Mobile Lock Disabled,,Apple iOS,COX MOBILE,CM,,,,,,,,,23,,1.0,2,13,,2025-02-05
24,DR_Change Status Exit link,Coxmob Change Status External Link,Apple iOS,COX MOBILE,CM,Positive,,,Coxmob Change Status External Link,,,Apple iOS_CM_1.1.1,Apple iOS_CM_1.1,24,13,3.0,2,13,21.0,2025-02-05
25,DR_Add a Line,Coxmob Add a Line,Apple iOS,COX MOBILE,CM,Positive,,,Coxmob Add a Line,,,Apple iOS_CM_1.1.2,Apple iOS_CM_1.1,25,3,3.0,2,13,21.0,2025-02-05
26,DR_Change your Plan,Coxmob Change  Plan - linkout,Apple iOS,COX MOBILE,CM,Positive,,,Coxmob Change  Plan - linkout,,,Apple iOS_CM_1.1.3,Apple iOS_CM_1.1,26,4,3.0,2,13,21.0,2025-02-05
27,DR_Change Plan - New,Coxmob Change Plan - Native,Apple iOS,COX MOBILE,CM,Positive,,,Coxmob Change Plan - Native,,,Apple iOS_CM_1.1.4,Apple iOS_CM_1.1,27,5,3.0,2,13,21.0,2025-02-05
28,DR_Change plan - Account Restrictions,Coxmob Account Restrictions,Apple iOS,COX MOBILE,CM,Negative,,,,Coxmob Account Restrictions,,Apple iOS_CM_1.1.4.1,Apple iOS_CM_1.1.4,28,6,4.0,2,13,27.0,2025-02-05
29,DR_Change plan Confirmation,Coxmob Plan Purchased,Apple iOS,COX MOBILE,CM,Positive,,,,Coxmob Plan Purchased,,Apple iOS_CM_1.1.4.2,Apple iOS_CM_1.1.4,29,7,4.0,2,13,27.0,2025-02-05
30,DR_Change Plan - Pay as Gig,Coxmob Gig Plan,Apple iOS,COX MOBILE,CM,Positive,,,,,Coxmob Gig Plan,Apple iOS_CM_1.1.4.2.1,Apple iOS_CM_1.1.4.2,30,8,5.0,2,13,29.0,2025-02-05
31,DR_Change Plan - Unlimited,Coxmob Unlimited Plan,Apple iOS,COX MOBILE,CM,Positive,,,,,Coxmob Unlimited Plan,Apple iOS_CM_1.1.4.2.2,Apple iOS_CM_1.1.4.2,31,9,5.0,2,13,29.0,2025-02-05
32,DR_Welcome Guide,Coxmob Welcome Guide,Apple iOS,COX MOBILE,CM,Positive,,,Coxmob Welcome Guide,,,Apple iOS_CM_1.1.5,Apple iOS_CM_1.1,32,10,3.0,2,13,21.0,2025-02-05
33,DR_Device Payment Plan,Coxmob Device Payment Plan,Apple iOS,COX MOBILE,CM,Positive,,,Coxmob Device Payment Plan,,,Apple iOS_CM_1.1.6,Apple iOS_CM_1.1,33,11,3.0,2,13,21.0,2025-02-05
34,DR_Insurance Claim,File a Claim,Apple iOS,COX MOBILE,CM,Negative,,,File a Claim,,,Apple iOS_CM_1.1.7,Apple iOS_CM_1.1,34,12,3.0,2,13,21.0,2025-02-05
35,DR_Opted for Pay as you Gig Plan,Coxmob Pay as you Gig,Apple iOS,COX MOBILE,CM,Positive,,Coxmob Pay as you Gig,,,,Apple iOS_CM_1.2,Apple iOS_CM_1,35,14,2.0,2,13,20.0,2025-02-05
36,DR_Opted for Gig Unlimited Plan,Coxmob Gig Unlimited Plan,Apple iOS,COX MOBILE,CM,Positive,,Coxmob Gig Unlimited Plan,,,,Apple iOS_CM_1.3,Apple iOS_CM_1,36,15,2.0,2,13,20.0,2025-02-05
37,DR_Mobile Billing Home,Coxmob Billing Home,Apple iOS,COX MOBILE,CM,Positive,,Coxmob Billing Home,,,,Apple iOS_CM_1.4,Apple iOS_CM_1,37,16,2.0,2,13,20.0,2025-02-05
38,DR_Mobile Billing - Additional Payment,Coxmob Make Additional Payment,Apple iOS,COX MOBILE,CM,Positive,,Coxmob Make Additional Payment,,,,Apple iOS_CM_1.5,Apple iOS_CM_1,38,17,2.0,2,13,20.0,2025-02-05
39,DR_Mobile Billing - Payment Method,Coxmob Payment Method Changes,Apple iOS,COX MOBILE,CM,Positive,,Coxmob Payment Method Changes,,,,Apple iOS_CM_1.6,Apple iOS_CM_1,39,18,2.0,2,13,20.0,2025-02-05
40,DR_Mobile Billing - Activity & Statements,Coxmob Activity & Statements,Apple iOS,COX MOBILE,CM,Positive,,Coxmob Activity & Statements,,,,Apple iOS_CM_1.7,Apple iOS_CM_1,40,19,2.0,2,13,20.0,2025-02-05
41,DR_Mobile Billing - Easypay Confirmation,Coxmob Easypay Enrollment,Apple iOS,COX MOBILE,CM,Positive,,Coxmob Easypay Enrollment,,,,Apple iOS_CM_1.8,Apple iOS_CM_1,41,20,2.0,2,13,20.0,2025-02-05
42,DR_Mobile Billing - Bill Delivery Confirmation,Coxmob Bill Delivery Changes,Apple iOS,COX MOBILE,CM,Positive,,Coxmob Bill Delivery Changes,,,,Apple iOS_CM_1.9,Apple iOS_CM_1,42,21,2.0,2,13,20.0,2025-02-05
43,DR_Wireless Support,Coxmob Support Section,Apple iOS,COX MOBILE,CM,Positive,,Coxmob Support Section,,,,Apple iOS_CM_1.10,Apple iOS_CM_1,43,22,2.0,2,13,20.0,2025-02-05
44,DR_Total Data Usage Visits,Total Data Usage Visits,Apple iOS,DATA USAGE,DU,Positive,Total Data Usage Visits,,,,,Apple iOS_DU_1,,44,1,1.0,3,10,,2025-02-05
45,DR_Data Plan upgrade,Data Plan Upgrade,Apple iOS,DATA USAGE,DU,Positive,,Data Plan Upgrade,,,,Apple iOS_DU_1.1,Apple iOS_DU_1,45,2,2.0,3,10,44.0,2025-02-05
46,DR_Data Usage Learn More,Learn More,Apple iOS,DATA USAGE,DU,Positive,,Learn More,,,,Apple iOS_DU_1.2,Apple iOS_DU_1,46,3,2.0,3,10,44.0,2025-02-05
47,DR_Data Usage Courtesy Credits,Courtesy Credit,Apple iOS,DATA USAGE,DU,Positive,,Courtesy Credit,,,,Apple iOS_DU_1.3,Apple iOS_DU_1,47,4,2.0,3,10,44.0,2025-02-05
48,DR_Total Data Usage >=75%,Data usage >=75%,Apple iOS,DATA USAGE,DU,Positive,,Data usage >=75%,,,,Apple iOS_DU_1.4,Apple iOS_DU_1,48,5,2.0,3,10,44.0,2025-02-05
49,DR_Total Data Usage >=100%,Data usage >=100%,Apple iOS,DATA USAGE,DU,Positive,,Data usage >=100%,,,,Apple iOS_DU_1.5,Apple iOS_DU_1,49,6,2.0,3,10,44.0,2025-02-05
50,DR_Data Usage - Agent Chat Started,Data_usage Interacted with Chat,Apple iOS,DATA USAGE,DU,Negative,,Data_usage Interacted with Chat,,,,Apple iOS_DU_1.6,Apple iOS_DU_1,50,7,2.0,3,10,44.0,2025-02-05
51,DR_Direct Ecomm Visits Traffic from to Cox.com,Total Visits from web ecomm,Apple iOS,E COMMERCE,EC,Positive,,,,,,,,51,1,1.0,4,8,,2025-02-05
52,DR_Direct Ecomm order Traffic sent from cox.com,Total Orders from web ecomm,Apple iOS,E COMMERCE,EC,Positive,,,,,,,,52,2,1.0,4,8,,2025-02-05
53,DR_Direct Ecomm Traffic sent from App to cox.com,Visits sent from app to cox.com,Apple iOS,E COMMERCE,EC,Positive,Visits sent from app to cox.com,,,,,Apple iOS_EC_1,,53,3,1.0,4,8,,2025-02-05
54,DR_Direct Ecomm order Traffic sent from App to cox.com,Orders generated,Apple iOS,E COMMERCE,EC,Positive,,,,,,,,54,4,1.0,4,8,,2025-02-05
55,DR_Data Plan Upgrade Ecomm Traffic sent from App to cox.com,Data Usage,Apple iOS,E COMMERCE,EC,Positive,,Data Usage,,,,Apple iOS_EC_1.1,Apple iOS_EC_1,55,5,2.0,4,8,53.0,2025-02-05
56,DR_Service Plan Upgrade Ecomm Traffic sent from App to cox.com,Plan Changes,Apple iOS,E COMMERCE,EC,Positive,,Plan Changes,,,,Apple iOS_EC_1.2,Apple iOS_EC_1,56,6,2.0,4,8,53.0,2025-02-05
57,DR_CRO Ecomm Traffic sent from App to cox.com,CRO,Apple iOS,E COMMERCE,EC,Positive,,CRO,,,,Apple iOS_EC_1.3,Apple iOS_EC_1,57,7,2.0,4,8,53.0,2025-02-05
58,DR_Transfer Ecomm Traffic sent from App to cox.com,Transfer,Apple iOS,E COMMERCE,EC,Positive,,Transfer,,,,Apple iOS_EC_1.4,Apple iOS_EC_1,58,8,2.0,4,8,53.0,2025-02-05
59,DR_Visits where One EC Card was shown,Easy Connect Eligible Visits,Apple iOS,EASY CON NECT,ECN,Positive,Easy Connect Eligible Visits,,,,,Apple iOS_ECN_1,,59,1,1.0,5,4,,2025-02-05
60,DR_EC Flow>Success,Overall Success,Apple iOS,EASY CON NECT,ECN,Positive,,Overall Success,,,,Apple iOS_ECN_1.1,Apple iOS_ECN_1,60,2,2.0,5,4,59.0,2025-02-05
61,DR_EC>Failure,Overall Failure,Apple iOS,EASY CON NECT,ECN,Negative,,Overall Failure,,,,Apple iOS_ECN_1.2,Apple iOS_ECN_1,61,3,2.0,5,4,59.0,2025-02-05
62,DR_EC Flow>Timeout,Overall Timeout,Apple iOS,EASY CON NECT,ECN,Negative,,Overall Timeout,,,,Apple iOS_ECN_1.3,Apple iOS_ECN_1,62,4,2.0,5,4,59.0,2025-02-05
63,DR_EC>No Result,Overall No Result,Apple iOS,EASY CON NECT,ECN,Negative,,Overall No Result,,,,Apple iOS_ECN_1.4,Apple iOS_ECN_1,63,5,2.0,5,4,59.0,2025-02-05
64,DR_Easy Connect - Started,Started the Flow,Apple iOS,EASY CON NECT,ECN,Positive,,Started the Flow,,,,Apple iOS_ECN_1.5,Apple iOS_ECN_1,64,6,2.0,5,4,59.0,2025-02-05
65,DR_Easy Connect Started - Success,Success,Apple iOS,EASY CON NECT,ECN,Positive,,,Success,,,Apple iOS_ECN_1.5.1,Apple iOS_ECN_1.5,65,7,3.0,5,4,64.0,2025-02-05
66,DR_Easy Connect Started - Failure,Failure,Apple iOS,EASY CON NECT,ECN,Negative,,,Failure,,,Apple iOS_ECN_1.5.2,Apple iOS_ECN_1.5,66,8,3.0,5,4,64.0,2025-02-05
67,DR_Easy Connect Started - Timeout,Timeout,Apple iOS,EASY CON NECT,ECN,Negative,,,Timeout,,,Apple iOS_ECN_1.5.3,Apple iOS_ECN_1.5,67,9,3.0,5,4,64.0,2025-02-05
68,DR_Easy Connect Started - No Result,No Result,Apple iOS,EASY CON NECT,ECN,Negative,,,No Result,,,Apple iOS_ECN_1.5.4,Apple iOS_ECN_1.5,68,10,3.0,5,4,64.0,2025-02-05
69,DR_Easy Connect - Started Agent Chat,Easyconnect_Interacted with Chat,Apple iOS,EASY CON NECT,ECN,Negative,,,Easyconnect_Interacted with Chat,,,Apple iOS_ECN_1.5.5,Apple iOS_ECN_1.5,69,11,3.0,5,4,64.0,2025-02-05
70,DR_Visits who did not Start EC Flow,Did Not Start the Flow,Apple iOS,EASY CON NECT,ECN,Negative,,Did Not Start the Flow,,,,Apple iOS_ECN_1.6,Apple iOS_ECN_1,70,12,2.0,5,4,59.0,2025-02-05
71,DR_Visits who did not Start EC Flow - Success,Did_not Success,Apple iOS,EASY CON NECT,ECN,Positive,,,Did_not Success,,,Apple iOS_ECN_1.6.1,Apple iOS_ECN_1.6,71,13,3.0,5,4,70.0,2025-02-05
72,DR_Visits who did not Start EC Flow - Failure,Did_not Failure,Apple iOS,EASY CON NECT,ECN,Negative,,,Did_not Failure,,,Apple iOS_ECN_1.6.2,Apple iOS_ECN_1.6,72,14,3.0,5,4,70.0,2025-02-05
73,DR_Visits who did not Start EC Flow - No Result,Did_not No Result,Apple iOS,EASY CON NECT,ECN,Negative,,,Did_not No Result,,,Apple iOS_ECN_1.6.3,Apple iOS_ECN_1.6,73,15,3.0,5,4,70.0,2025-02-05
74,DR_Easy Connect - Self install success,,Apple iOS,EASY CON NECT,ECN,,,,,,,,,74,,1.0,5,4,,2025-02-05
75,DR_Easy Connect - Self install Timeout,,Apple iOS,EASY CON NECT,ECN,,,,,,,,,75,,1.0,5,4,,2025-02-05
76,cancel,,Apple iOS,KEY WORDS,KW,,,,,,,,,76,,1.0,6,17,,2025-02-05
77,cancel service,,Apple iOS,KEY WORDS,KW,,,,,,,,,77,,1.0,6,17,,2025-02-05
78,outage,,Apple iOS,KEY WORDS,KW,,,,,,,,,78,,1.0,6,17,,2025-02-05
79,bill,,Apple iOS,KEY WORDS,KW,,,,,,,,,79,,1.0,6,17,,2025-02-05
80,pay bill,,Apple iOS,KEY WORDS,KW,,,,,,,,,80,,1.0,6,17,,2025-02-05
81,modem,,Apple iOS,KEY WORDS,KW,,,,,,,,,81,,1.0,6,17,,2025-02-05
82,billing,,Apple iOS,KEY WORDS,KW,,,,,,,,,82,,1.0,6,17,,2025-02-05
83,Setup,,Apple iOS,KEY WORDS,KW,,,,,,,,,83,,1.0,6,17,,2025-02-05
84,new modem,,Apple iOS,KEY WORDS,KW,,,,,,,,,84,,1.0,6,17,,2025-02-05
85,set up,,Apple iOS,KEY WORDS,KW,,,,,,,,,85,,1.0,6,17,,2025-02-05
86,speed test,,Apple iOS,KEY WORDS,KW,,,,,,,,,86,,1.0,6,17,,2025-02-05
87,phone number,,Apple iOS,KEY WORDS,KW,,,,,,,,,87,,1.0,6,17,,2025-02-05
88,contact,,Apple iOS,KEY WORDS,KW,,,,,,,,,88,,1.0,6,17,,2025-02-05
89,call,,Apple iOS,KEY WORDS,KW,,,,,,,,,89,,1.0,6,17,,2025-02-05
90,outages,,Apple iOS,KEY WORDS,KW,,,,,,,,,90,,1.0,6,17,,2025-02-05
91,outage map,,Apple iOS,KEY WORDS,KW,,,,,,,,,91,,1.0,6,17,,2025-02-05
92,password,,Apple iOS,KEY WORDS,KW,,,,,,,,,92,,1.0,6,17,,2025-02-05
93,disconnect,,Apple iOS,KEY WORDS,KW,,,,,,,,,93,,1.0,6,17,,2025-02-05
94,customer service,,Apple iOS,KEY WORDS,KW,,,,,,,,,94,,1.0,6,17,,2025-02-05
95,install,,Apple iOS,KEY WORDS,KW,,,,,,,,,95,,1.0,6,17,,2025-02-05
96,DR_Login Page Visits,Login Page Visits,Apple iOS,LOG IN,LI,Positive,Login Page Visits,,,,,Apple iOS_LI_1,,96,1,1.0,7,2,,2025-02-05
97,DR_Successful logins,Login Success Rate,Apple iOS,LOG IN,LI,Positive,,Login Success Rate,,,,Apple iOS_LI_1.1,Apple iOS_LI_1,97,2,2.0,7,2,96.0,2025-02-05
98,DR_Auto Logins,Share of Auto Login (Remember/Biometrics),Apple iOS,LOG IN,LI,Positive,,,Share of Auto Login (Remember/Biometrics),,,Apple iOS_LI_1.1.1,Apple iOS_LI_1.1,98,3,3.0,7,2,97.0,2025-02-05
99,DR_Clicks to MFA Verification,with TSV,Apple iOS,LOG IN,LI,Positive,,with TSV,,,,Apple iOS_LI_1.2,Apple iOS_LI_1,99,4,2.0,7,2,96.0,2025-02-05
100,DR_Clicks on Forgot User ID,User ID Recovery,Apple iOS,LOG IN,LI,Negative,,User ID Recovery,,,,Apple iOS_LI_1.3,Apple iOS_LI_1,100,5,2.0,7,2,96.0,2025-02-05
101,Clicks on Forgot Password,Password Reset,Apple iOS,LOG IN,LI,Negative,,Password Reset,,,,Apple iOS_LI_1.4,Apple iOS_LI_1,101,6,2.0,7,2,96.0,2025-02-05
102,DR_Need to Register,Registration,Apple iOS,LOG IN,LI,Positive,,Registration,,,,Apple iOS_LI_1.5,Apple iOS_LI_1,102,7,2.0,7,2,96.0,2025-02-05
103,DR_Notification status Exists,Notifi_center Visits with Bell icon,Apple iOS,NOTIFICATION CENTER,NC,Positive,Notifi_center Visits with Bell icon,,,,,Apple iOS_NC_1,,103,1,1.0,8,15,,2025-02-05
104,DR_Notification received visits,Notifi_center Visits with new notifications,Apple iOS,NOTIFICATION CENTER,NC,Positive,,Notifi_center Visits with new notifications,,,,Apple iOS_NC_1.1,Apple iOS_NC_1,104,2,2.0,8,15,103.0,2025-02-05
105,DR_Notification page Visits,Notifi_center Clicked bell with new notifications,Apple iOS,NOTIFICATION CENTER,NC,Positive,,,Notifi_center Clicked bell with new notifications,,,Apple iOS_NC_1.1.1,Apple iOS_NC_1.1,105,3,3.0,8,15,104.0,2025-02-05
106,DR_Notification Viewed with new notifications,Notifi_center Viewed,Apple iOS,NOTIFICATION CENTER,NC,Positive,,,,Notifi_center Viewed,,Apple iOS_NC_1.1.1.1,Apple iOS_NC_1.1.1,106,4,4.0,8,15,105.0,2025-02-05
107,DR_Notification Declined with new notifications,Notifi_center Declined,Apple iOS,NOTIFICATION CENTER,NC,Negative,,,,Notifi_center Declined,,Apple iOS_NC_1.1.1.2,Apple iOS_NC_1.1.1,107,5,4.0,8,15,105.0,2025-02-05
108,DR_Notification accepted with new notifications,Notifi_center Accepted,Apple iOS,NOTIFICATION CENTER,NC,Positive,,,,Notifi_center Accepted,,Apple iOS_NC_1.1.1.3,Apple iOS_NC_1.1.1,108,6,4.0,8,15,105.0,2025-02-05
109,DR_No action on new notifications,Notifi_center No Action,Apple iOS,NOTIFICATION CENTER,NC,Negative,,,,Notifi_center No Action,,Apple iOS_NC_1.1.1.4,Apple iOS_NC_1.1.1,109,7,4.0,8,15,105.0,2025-02-05
110,DR_Notifications not received visits,Notifi_center Visits with no new notifications,Apple iOS,NOTIFICATION CENTER,NC,Negative,,Notifi_center Visits with no new notifications,,,,Apple iOS_NC_1.2,Apple iOS_NC_1,110,8,2.0,8,15,103.0,2025-02-05
111,DR_Notification Viewed with no new notifications,with no new notifi Viewed,Apple iOS,NOTIFICATION CENTER,NC,Positive,,,,with no new notifi Viewed,,Apple iOS_NC_1.2.0.1,Apple iOS_NC_1.2.0,111,9,4.0,8,15,,2025-02-05
112,DR_Notification Declined with no new notification,with no new notifi Declined,Apple iOS,NOTIFICATION CENTER,NC,Negative,,,,with no new notifi Declined,,Apple iOS_NC_1.2.0.2,Apple iOS_NC_1.2.0,112,10,4.0,8,15,,2025-02-05
113,DR_Notification accepted with no new notifications,with no new notifi Accepted,Apple iOS,NOTIFICATION CENTER,NC,Positive,,,,with no new notifi Accepted,,Apple iOS_NC_1.2.0.3,Apple iOS_NC_1.2.0,113,11,4.0,8,15,,2025-02-05
114,DR_No action on no new notifications,with no new notifi No Action,Apple iOS,NOTIFICATION CENTER,NC,Negative,,,,with no new notifi No Action,,Apple iOS_NC_1.2.0.4,Apple iOS_NC_1.2.0,114,12,4.0,8,15,,2025-02-05
115,DR_Visits,Visits,Apple iOS,OVER ALL,OA,Positive,Visits,,,,,Apple iOS_OA_1,,115,1,1.0,9,1,,2025-02-05
116,Unique Visitors,Visitors,Apple iOS,OVER ALL,OA,Positive,,,,,,,,116,2,1.0,9,1,,2025-02-05
117,Page Views,Page Views,Apple iOS,OVER ALL,OA,Positive,,,,,,,,117,3,1.0,9,1,,2025-02-05
118,Average Time Spent on Page,Average Time Spent (mins),Apple iOS,OVER ALL,OA,Negative,,,,,,,,118,4,1.0,9,1,,2025-02-05
119,DR_New Visitors,New Visitors,Apple iOS,OVER ALL,OA,Positive,,New Visitors,,,,Apple iOS_OA_1.1,Apple iOS_OA_1,119,5,2.0,9,1,115.0,2025-02-05
120,DR_Server Errors,Server Errors,Apple iOS,OVER ALL,OA,Negative,,Server Errors,,,,Apple iOS_OA_1.2,Apple iOS_OA_1,120,6,2.0,9,1,115.0,2025-02-05
121,DR_Overall Chat,Visits to Chat,Apple iOS,OVER ALL,OA,Negative,,Visits to Chat,,,,Apple iOS_OA_1.3,Apple iOS_OA_1,121,7,2.0,9,1,115.0,2025-02-05
122,DR_Message Us,Visits to Chat (Bot),Apple iOS,OVER ALL,OA,Negative,,Visits to Chat (Bot),,,,Apple iOS_OA_1.4,Apple iOS_OA_1,122,8,2.0,9,1,115.0,2025-02-05
123,DR_Agent Chat,Visits to Agent Chat (Skip bot),Apple iOS,OVER ALL,OA,Negative,,Visits to Agent Chat (Skip bot),,,,Apple iOS_OA_1.5,Apple iOS_OA_1,123,9,2.0,9,1,115.0,2025-02-05
124,DR_Self Service Initiated,Visits to Self Service Features,Apple iOS,OVER ALL,OA,Positive,,Visits to Self Service Features,,,,Apple iOS_OA_1.6,Apple iOS_OA_1,124,10,2.0,9,1,115.0,2025-02-05
125,DR_CoxApp | Visits with Chat and No Self Service Initiated,Visits with Chat but No Self Service,Apple iOS,OVER ALL,OA,Negative,,Visits with Chat but No Self Service,,,,Apple iOS_OA_1.7,Apple iOS_OA_1,125,11,2.0,9,1,115.0,2025-02-05
126,DR_CoxApp | Visits with No Self Service and No Chat,Visits with Neither Self Service nor Chat,Apple iOS,OVER ALL,OA,Negative,,Visits with Neither Self Service nor Chat,,,,Apple iOS_OA_1.8,Apple iOS_OA_1,126,12,2.0,9,1,115.0,2025-02-05
127,DR_CoxApp | Visits not logged in,Not Logged-in Visits,Apple iOS,OVER ALL,OA,Negative,,Not Logged-in Visits,,,,Apple iOS_OA_1.9,Apple iOS_OA_1,127,13,2.0,9,1,115.0,2025-02-05
128,DR_Native Registration Home Page,Visits to Registration Home Page,Apple iOS,RE GISTRATION (NATIVE),RG(,Positive,Visits to Registration Home Page,,,,,Apple iOS_RG(_1,,128,1,1.0,10,9,,2025-02-05
129,DR_Native Registration Confirmation,New Registrations,Apple iOS,RE GISTRATION (NATIVE),RG(,Positive,,New Registrations,,,,Apple iOS_RG(_1.1,Apple iOS_RG(_1,129,2,2.0,10,9,128.0,2025-02-05
130,DR_Native Registration - Already Registered,Already Registered,Apple iOS,RE GISTRATION (NATIVE),RG(,Positive,,Already Registered,,,,Apple iOS_RG(_1.2,Apple iOS_RG(_1,130,3,2.0,10,9,128.0,2025-02-05
131,DR_Native Registration - Did not Registered,Did not Register,Apple iOS,RE GISTRATION (NATIVE),RG(,Negative,,Did not Register,,,,Apple iOS_RG(_1.3,Apple iOS_RG(_1,131,4,2.0,10,9,128.0,2025-02-05
132,DR_Native Registration - Email Lookup,Email Lookup,Apple iOS,RE GISTRATION (NATIVE),RG(,Positive,Email Lookup,,,,,Apple iOS_RG(_2,,132,9,1.0,10,9,,2025-02-05
133,DR_Native Registration - Email Lookup Success,Email Lookup Success Rate,Apple iOS,RE GISTRATION (NATIVE),RG(,Positive,,Email Lookup Success Rate,,,,Apple iOS_RG(_2.1,Apple iOS_RG(_2,133,10,2.0,10,9,132.0,2025-02-05
134,DR_Native Registration - Server Form Errors,Reg_native Server Errors,Apple iOS,RE GISTRATION (NATIVE),RG(,Negative,,Reg_native Server Errors,,,,Apple iOS_RG(_2.2,Apple iOS_RG(_2,134,11,2.0,10,9,132.0,2025-02-05
135,DR_CoxApp | Chat from Registration Flow,Reg_native Interacted with Chat,Apple iOS,RE GISTRATION (NATIVE),RG(,Negative,,Reg_native Interacted with Chat,,,,Apple iOS_RG(_2.3,Apple iOS_RG(_2,135,12,2.0,10,9,132.0,2025-02-05
136,DR_Native Registration - Intent to Register,Intent to Register,Apple iOS,RE GISTRATION (NATIVE),RG(,Positive,Intent to Register,,,,,Apple iOS_RG(_3,,136,5,1.0,10,9,,2025-02-05
137,DR_Native Registration Success,Funnel Success Rate,Apple iOS,RE GISTRATION (NATIVE),RG(,Positive,,Funnel Success Rate,,,,Apple iOS_RG(_3.1,Apple iOS_RG(_3,137,6,2.0,10,9,136.0,2025-02-05
138,DR_Native Registration - Phone Lookup,Phone Lookup,Apple iOS,RE GISTRATION (NATIVE),RG(,Positive,Phone Lookup,,,,,Apple iOS_RG(_4,,138,7,1.0,10,9,,2025-02-05
139,DR_Native Registration - Phone Lookup Success,Phone Lookup Success Rate,Apple iOS,RE GISTRATION (NATIVE),RG(,Positive,,Phone Lookup Success Rate,,,,Apple iOS_RG(_4.1,Apple iOS_RG(_4,139,8,2.0,10,9,138.0,2025-02-05
140,DR_Reset Modem - Home Page,Reset Modem Start Page Visits,Apple iOS,RESET MODEM,RM,Positive,Reset Modem Start Page Visits,,,,,Apple iOS_RM_1,,140,1,1.0,11,6,,2025-02-05
141,DR_Reset Modem - Started Rebooting Process,Started Reset Process,Apple iOS,RESET MODEM,RM,Positive,,Started Reset Process,,,,Apple iOS_RM_1.1,Apple iOS_RM_1,141,2,2.0,11,6,140.0,2025-02-05
142,DR_Reset Modem - Rebooting Complete,Reset Process Complete,Apple iOS,RESET MODEM,RM,Positive,,,Reset Process Complete,,,Apple iOS_RM_1.1.1,Apple iOS_RM_1.1,142,3,3.0,11,6,141.0,2025-02-05
143,DR_Reset Modem - Rebooting Incomplete,Reset Process Incomplete,Apple iOS,RESET MODEM,RM,Negative,,,Reset Process Incomplete,,,Apple iOS_RM_1.1.2,Apple iOS_RM_1.1,143,4,3.0,11,6,141.0,2025-02-05
144,DR_Reset Modem Error -DMCA,DMCA Error,Apple iOS,RESET MODEM,RM,Negative,,DMCA Error,,,,Apple iOS_RM_1.2,Apple iOS_RM_1,144,8,2.0,11,6,140.0,2025-02-05
145,DR_Reset Modem - Agent Chat,Reset_Modem Interacted with Chat,Apple iOS,RESET MODEM,RM,Negative,,,Reset_Modem Interacted with Chat,,,Apple iOS_RM_1.2.1,Apple iOS_RM_1.2,145,5,3.0,11,6,144.0,2025-02-05
146,DR_Reset Modem - Error Outage,Error Outage,Apple iOS,RESET MODEM,RM,Negative,,Error Outage,,,,Apple iOS_RM_1.3,Apple iOS_RM_1,146,6,2.0,11,6,140.0,2025-02-05
147,DR_Reset Modem Error - Non Pay,Non Pay Error,Apple iOS,RESET MODEM,RM,Negative,,Non Pay Error,,,,Apple iOS_RM_1.4,Apple iOS_RM_1,147,7,2.0,11,6,140.0,2025-02-05
148,DR_Reset Tvbox - Home Page,Reset TV Box Start Page Visits,Apple iOS,RESET TV BOX,RTB,Positive,Reset TV Box Start Page Visits,,,,,Apple iOS_RTB_1,,148,1,1.0,12,7,,2025-02-05
149,DR_Reset Tvbox - Rebooting,Reset_TV Started Reset Process,Apple iOS,RESET TV BOX,RTB,Positive,,Reset_TV Started Reset Process,,,,Apple iOS_RTB_1.1,Apple iOS_RTB_1,149,2,2.0,12,7,148.0,2025-02-05
150,DR_Reset Tvbox - Complete,Reset_TV Process Complete,Apple iOS,RESET TV BOX,RTB,Positive,,,Reset_TV Process Complete,,,Apple iOS_RTB_1.1.1,Apple iOS_RTB_1.1,150,3,3.0,12,7,149.0,2025-02-05
151,DR_Reset Tvbox - Incomplete,Reset_TV Process Incomplete,Apple iOS,RESET TV BOX,RTB,Negative,,,Reset_TV Process Incomplete,,,Apple iOS_RTB_1.1.2,Apple iOS_RTB_1.1,151,4,3.0,12,7,149.0,2025-02-05
