metric_id,metrics,display_names,operating_system_type,feature_name,unique_identifier,metric_nature,level_1,level_2,level_3,level_4,level_5,hierarchy_id,parent_id_old,metric_sequence_num,metric_seqno,level_no,feature_id,feature_seq_num,parent_id,create_dt
30,DR_Change Plan - Pay as Gig,Coxmob Gig Plan,Apple iOS,COX MOBILE,CM,Positive,,,,,Coxmob Gig Plan,Apple iOS_CM_1.1.4.2.1,Apple iOS_CM_1.1.4.2,30,8,5.0,2,13,29.0,2025-02-06
31,DR_Change Plan - Unlimited,Coxmob Unlimited Plan,Apple iOS,COX MOBILE,CM,Positive,,,,,Coxmob Unlimited Plan,Apple iOS_CM_1.1.4.2.2,Apple iOS_CM_1.1.4.2,31,9,5.0,2,13,29.0,2025-02-06
32,DR_Welcome Guide,Coxmob Welcome Guide,Apple iOS,COX MOBILE,CM,Positive,,,Coxmob Welcome Guide,,,Apple iOS_CM_1.1.5,Apple iOS_CM_1.1,32,10,3.0,2,13,21.0,2025-02-06
33,DR_Device Payment Plan,Coxmob Device Payment Plan,Apple iOS,COX MOBILE,CM,Positive,,,Coxmob Device Payment Plan,,,Apple iOS_CM_1.1.6,Apple iOS_CM_1.1,33,11,3.0,2,13,21.0,2025-02-06
34,DR_Insurance Claim,File a Claim,Apple iOS,COX MOBILE,CM,Negative,,,File a Claim,,,Apple iOS_CM_1.1.7,Apple iOS_CM_1.1,34,12,3.0,2,13,21.0,2025-02-06
35,DR_Opted for Pay as you Gig Plan,Coxmob Pay as you Gig,Apple iOS,COX MOBILE,CM,Positive,,Coxmob Pay as you Gig,,,,Apple iOS_CM_1.2,Apple iOS_CM_1,35,14,2.0,2,13,20.0,2025-02-06
36,DR_Opted for Gig Unlimited Plan,Coxmob Gig Unlimited Plan,Apple iOS,COX MOBILE,CM,Positive,,Coxmob Gig Unlimited Plan,,,,Apple iOS_CM_1.3,Apple iOS_CM_1,36,15,2.0,2,13,20.0,2025-02-06
37,DR_Mobile Billing Home,Coxmob Billing Home,Apple iOS,COX MOBILE,CM,Positive,,Coxmob Billing Home,,,,Apple iOS_CM_1.4,Apple iOS_CM_1,37,16,2.0,2,13,20.0,2025-02-06
38,DR_Mobile Billing - Additional Payment,Coxmob Make Additional Payment,Apple iOS,COX MOBILE,CM,Positive,,Coxmob Make Additional Payment,,,,Apple iOS_CM_1.5,Apple iOS_CM_1,38,17,2.0,2,13,20.0,2025-02-06
39,DR_Mobile Billing - Payment Method,Coxmob Payment Method Changes,Apple iOS,COX MOBILE,CM,Positive,,Coxmob Payment Method Changes,,,,Apple iOS_CM_1.6,Apple iOS_CM_1,39,18,2.0,2,13,20.0,2025-02-06
40,DR_Mobile Billing - Activity & Statements,Coxmob Activity & Statements,Apple iOS,COX MOBILE,CM,Positive,,Coxmob Activity & Statements,,,,Apple iOS_CM_1.7,Apple iOS_CM_1,40,19,2.0,2,13,20.0,2025-02-06
41,DR_Mobile Billing - Easypay Confirmation,Coxmob Easypay Enrollment,Apple iOS,COX MOBILE,CM,Positive,,Coxmob Easypay Enrollment,,,,Apple iOS_CM_1.8,Apple iOS_CM_1,41,20,2.0,2,13,20.0,2025-02-06
42,DR_Mobile Billing - Bill Delivery Confirmation,Coxmob Bill Delivery Changes,Apple iOS,COX MOBILE,CM,Positive,,Coxmob Bill Delivery Changes,,,,Apple iOS_CM_1.9,Apple iOS_CM_1,42,21,2.0,2,13,20.0,2025-02-06
43,DR_Wireless Support,Coxmob Support Section,Apple iOS,COX MOBILE,CM,Positive,,Coxmob Support Section,,,,Apple iOS_CM_1.10,Apple iOS_CM_1,43,22,2.0,2,13,20.0,2025-02-06
44,DR_Total Data Usage Visits,Total Data Usage Visits,Apple iOS,DATA USAGE,DU,Positive,Total Data Usage Visits,,,,,Apple iOS_DU_1,,44,1,1.0,3,10,,2025-02-06
45,DR_Data Plan upgrade,Data Plan Upgrade,Apple iOS,DATA USAGE,DU,Positive,,Data Plan Upgrade,,,,Apple iOS_DU_1.1,Apple iOS_DU_1,45,2,2.0,3,10,44.0,2025-02-06
46,DR_Data Usage Learn More,Learn More,Apple iOS,DATA USAGE,DU,Positive,,Learn More,,,,Apple iOS_DU_1.2,Apple iOS_DU_1,46,3,2.0,3,10,44.0,2025-02-06
47,DR_Data Usage Courtesy Credits,Courtesy Credit,Apple iOS,DATA USAGE,DU,Positive,,Courtesy Credit,,,,Apple iOS_DU_1.3,Apple iOS_DU_1,47,4,2.0,3,10,44.0,2025-02-06
48,DR_Total Data Usage >=75%,Data usage >=75%,Apple iOS,DATA USAGE,DU,Positive,,Data usage >=75%,,,,Apple iOS_DU_1.4,Apple iOS_DU_1,48,5,2.0,3,10,44.0,2025-02-06
49,DR_Total Data Usage >=100%,Data usage >=100%,Apple iOS,DATA USAGE,DU,Positive,,Data usage >=100%,,,,Apple iOS_DU_1.5,Apple iOS_DU_1,49,6,2.0,3,10,44.0,2025-02-06
50,DR_Data Usage - Agent Chat Started,Data_usage Interacted with Chat,Apple iOS,DATA USAGE,DU,Negative,,Data_usage Interacted with Chat,,,,Apple iOS_DU_1.6,Apple iOS_DU_1,50,7,2.0,3,10,44.0,2025-02-06
51,DR_Direct Ecomm Visits Traffic from to Cox.com,Total Visits from web ecomm,Apple iOS,E COMMERCE,EC,Positive,,,,,,,,51,1,1.0,4,8,,2025-02-06
52,DR_Direct Ecomm order Traffic sent from cox.com,Total Orders from web ecomm,Apple iOS,E COMMERCE,EC,Positive,,,,,,,,52,2,1.0,4,8,,2025-02-06
53,DR_Direct Ecomm Traffic sent from App to cox.com,Visits sent from app to cox.com,Apple iOS,E COMMERCE,EC,Positive,Visits sent from app to cox.com,,,,,Apple iOS_EC_1,,53,3,1.0,4,8,,2025-02-06
54,DR_Direct Ecomm order Traffic sent from App to cox.com,Orders generated,Apple iOS,E COMMERCE,EC,Positive,,,,,,,,54,4,1.0,4,8,,2025-02-06
55,DR_Data Plan Upgrade Ecomm Traffic sent from App to cox.com,Data Usage,Apple iOS,E COMMERCE,EC,Positive,,Data Usage,,,,Apple iOS_EC_1.1,Apple iOS_EC_1,55,5,2.0,4,8,53.0,2025-02-06
56,DR_Service Plan Upgrade Ecomm Traffic sent from App to cox.com,Plan Changes,Apple iOS,E COMMERCE,EC,Positive,,Plan Changes,,,,Apple iOS_EC_1.2,Apple iOS_EC_1,56,6,2.0,4,8,53.0,2025-02-06
57,DR_CRO Ecomm Traffic sent from App to cox.com,CRO,Apple iOS,E COMMERCE,EC,Positive,,CRO,,,,Apple iOS_EC_1.3,Apple iOS_EC_1,57,7,2.0,4,8,53.0,2025-02-06
58,DR_Transfer Ecomm Traffic sent from App to cox.com,Transfer,Apple iOS,E COMMERCE,EC,Positive,,Transfer,,,,Apple iOS_EC_1.4,Apple iOS_EC_1,58,8,2.0,4,8,53.0,2025-02-06
59,DR_Visits where One EC Card was shown,Easy Connect Eligible Visits,Apple iOS,EASY CON NECT,ECN,Positive,Easy Connect Eligible Visits,,,,,Apple iOS_ECN_1,,59,1,1.0,5,4,,2025-02-06
60,DR_EC Flow>Success,Overall Success,Apple iOS,EASY CON NECT,ECN,Positive,,Overall Success,,,,Apple iOS_ECN_1.1,Apple iOS_ECN_1,60,2,2.0,5,4,59.0,2025-02-06
61,DR_EC>Failure,Overall Failure,Apple iOS,EASY CON NECT,ECN,Negative,,Overall Failure,,,,Apple iOS_ECN_1.2,Apple iOS_ECN_1,61,3,2.0,5,4,59.0,2025-02-06
62,DR_EC Flow>Timeout,Overall Timeout,Apple iOS,EASY CON NECT,ECN,Negative,,Overall Timeout,,,,Apple iOS_ECN_1.3,Apple iOS_ECN_1,62,4,2.0,5,4,59.0,2025-02-06
63,DR_EC>No Result,Overall No Result,Apple iOS,EASY CON NECT,ECN,Negative,,Overall No Result,,,,Apple iOS_ECN_1.4,Apple iOS_ECN_1,63,5,2.0,5,4,59.0,2025-02-06
64,DR_Easy Connect - Started,Started the Flow,Apple iOS,EASY CON NECT,ECN,Positive,,Started the Flow,,,,Apple iOS_ECN_1.5,Apple iOS_ECN_1,64,6,2.0,5,4,59.0,2025-02-06
65,DR_Easy Connect Started - Success,Success,Apple iOS,EASY CON NECT,ECN,Positive,,,Success,,,Apple iOS_ECN_1.5.1,Apple iOS_ECN_1.5,65,7,3.0,5,4,64.0,2025-02-06
66,DR_Easy Connect Started - Failure,Failure,Apple iOS,EASY CON NECT,ECN,Negative,,,Failure,,,Apple iOS_ECN_1.5.2,Apple iOS_ECN_1.5,66,8,3.0,5,4,64.0,2025-02-06
67,DR_Easy Connect Started - Timeout,Timeout,Apple iOS,EASY CON NECT,ECN,Negative,,,Timeout,,,Apple iOS_ECN_1.5.3,Apple iOS_ECN_1.5,67,9,3.0,5,4,64.0,2025-02-06
68,DR_Easy Connect Started - No Result,No Result,Apple iOS,EASY CON NECT,ECN,Negative,,,No Result,,,Apple iOS_ECN_1.5.4,Apple iOS_ECN_1.5,68,10,3.0,5,4,64.0,2025-02-06
69,DR_Easy Connect - Started Agent Chat,Easyconnect_Interacted with Chat,Apple iOS,EASY CON NECT,ECN,Negative,,,Easyconnect_Interacted with Chat,,,Apple iOS_ECN_1.5.5,Apple iOS_ECN_1.5,69,11,3.0,5,4,64.0,2025-02-06
70,DR_Visits who did not Start EC Flow,Did Not Start the Flow,Apple iOS,EASY CON NECT,ECN,Negative,,Did Not Start the Flow,,,,Apple iOS_ECN_1.6,Apple iOS_ECN_1,70,12,2.0,5,4,59.0,2025-02-06
71,DR_Visits who did not Start EC Flow - Success,Did_not Success,Apple iOS,EASY CON NECT,ECN,Positive,,,Did_not Success,,,Apple iOS_ECN_1.6.1,Apple iOS_ECN_1.6,71,13,3.0,5,4,70.0,2025-02-06
72,DR_Visits who did not Start EC Flow - Failure,Did_not Failure,Apple iOS,EASY CON NECT,ECN,Negative,,,Did_not Failure,,,Apple iOS_ECN_1.6.2,Apple iOS_ECN_1.6,72,14,3.0,5,4,70.0,2025-02-06
73,DR_Visits who did not Start EC Flow - No Result,Did_not No Result,Apple iOS,EASY CON NECT,ECN,Negative,,,Did_not No Result,,,Apple iOS_ECN_1.6.3,Apple iOS_ECN_1.6,73,15,3.0,5,4,70.0,2025-02-06
74,DR_Easy Connect - Self install success,,Apple iOS,EASY CON NECT,ECN,,,,,,,,,74,,1.0,5,4,,2025-02-06
75,DR_Easy Connect - Self install Timeout,,Apple iOS,EASY CON NECT,ECN,,,,,,,,,75,,1.0,5,4,,2025-02-06
76,cancel,cancel,Apple iOS,KEY WORDS,KW,Positive,,,,,,,,76,1,1.0,6,17,,2025-02-06
77,cancel service,cancel service,Apple iOS,KEY WORDS,KW,Positive,,,,,,,,77,2,1.0,6,17,,2025-02-06
78,outage,outage,Apple iOS,KEY WORDS,KW,Positive,,,,,,,,78,3,1.0,6,17,,2025-02-06
79,bill,bill,Apple iOS,KEY WORDS,KW,Positive,,,,,,,,79,4,1.0,6,17,,2025-02-06
80,pay bill,pay bill,Apple iOS,KEY WORDS,KW,Positive,,,,,,,,80,5,1.0,6,17,,2025-02-06
81,modem,modem,Apple iOS,KEY WORDS,KW,Positive,,,,,,,,81,6,1.0,6,17,,2025-02-06
82,billing,billing,Apple iOS,KEY WORDS,KW,,,,,,,,,82,7,1.0,6,17,,2025-02-06
83,Setup,Setup,Apple iOS,KEY WORDS,KW,,,,,,,,,83,8,1.0,6,17,,2025-02-06
84,new modem,new modem,Apple iOS,KEY WORDS,KW,,,,,,,,,84,9,1.0,6,17,,2025-02-06
85,set up,set up,Apple iOS,KEY WORDS,KW,,,,,,,,,85,10,1.0,6,17,,2025-02-06
86,speed test,speed test,Apple iOS,KEY WORDS,KW,Positive,,,,,,,,86,11,1.0,6,17,,2025-02-06
87,phone number,phone number,Apple iOS,KEY WORDS,KW,,,,,,,,,87,12,1.0,6,17,,2025-02-06
88,contact,contact,Apple iOS,KEY WORDS,KW,,,,,,,,,88,13,1.0,6,17,,2025-02-06
89,call,call,Apple iOS,KEY WORDS,KW,,,,,,,,,89,14,1.0,6,17,,2025-02-06
90,outages,outages,Apple iOS,KEY WORDS,KW,,,,,,,,,90,15,1.0,6,17,,2025-02-06
91,outage map,outage map,Apple iOS,KEY WORDS,KW,,,,,,,,,91,16,1.0,6,17,,2025-02-06
92,password,password,Apple iOS,KEY WORDS,KW,,,,,,,,,92,17,1.0,6,17,,2025-02-06
93,disconnect,disconnect,Apple iOS,KEY WORDS,KW,,,,,,,,,93,18,1.0,6,17,,2025-02-06
94,customer service,customer service,Apple iOS,KEY WORDS,KW,,,,,,,,,94,28,1.0,6,17,,2025-02-06
95,install,install,Apple iOS,KEY WORDS,KW,,,,,,,,,95,20,1.0,6,17,,2025-02-06
96,DR_Login Page Visits,Login Page Visits,Apple iOS,LOG IN,LI,Positive,Login Page Visits,,,,,Apple iOS_LI_1,,96,1,1.0,7,2,,2025-02-06
97,DR_Successful logins,Login Success Rate,Apple iOS,LOG IN,LI,Positive,,Login Success Rate,,,,Apple iOS_LI_1.1,Apple iOS_LI_1,97,2,2.0,7,2,96.0,2025-02-06
98,DR_Auto Logins,Share of Auto Login (Remember/Biometrics),Apple iOS,LOG IN,LI,Positive,,,Share of Auto Login (Remember/Biometrics),,,Apple iOS_LI_1.1.1,Apple iOS_LI_1.1,98,3,3.0,7,2,97.0,2025-02-06
99,DR_Clicks to MFA Verification,with TSV,Apple iOS,LOG IN,LI,Positive,,with TSV,,,,Apple iOS_LI_1.2,Apple iOS_LI_1,99,4,2.0,7,2,96.0,2025-02-06
100,DR_Clicks on Forgot User ID,User ID Recovery,Apple iOS,LOG IN,LI,Negative,,User ID Recovery,,,,Apple iOS_LI_1.3,Apple iOS_LI_1,100,5,2.0,7,2,96.0,2025-02-06
101,Clicks on Forgot Password,Password Reset,Apple iOS,LOG IN,LI,Negative,,Password Reset,,,,Apple iOS_LI_1.4,Apple iOS_LI_1,101,6,2.0,7,2,96.0,2025-02-06
102,DR_Need to Register,Registration,Apple iOS,LOG IN,LI,Positive,,Registration,,,,Apple iOS_LI_1.5,Apple iOS_LI_1,102,7,2.0,7,2,96.0,2025-02-06
103,DR_Notification status Exists,Notifi_center Visits with Bell icon,Apple iOS,NOTIFICATION CENTER,NC,Positive,Notifi_center Visits with Bell icon,,,,,Apple iOS_NC_1,,103,1,1.0,8,15,,2025-02-06
104,DR_Notification received visits,Notifi_center Visits with new notifications,Apple iOS,NOTIFICATION CENTER,NC,Positive,,Notifi_center Visits with new notifications,,,,Apple iOS_NC_1.1,Apple iOS_NC_1,104,2,2.0,8,15,103.0,2025-02-06
105,DR_Notification page Visits,Notifi_center Clicked bell with new notifications,Apple iOS,NOTIFICATION CENTER,NC,Positive,,,Notifi_center Clicked bell with new notifications,,,Apple iOS_NC_1.1.1,Apple iOS_NC_1.1,105,3,3.0,8,15,104.0,2025-02-06
106,DR_Notification Viewed with new notifications,Notifi_center Viewed,Apple iOS,NOTIFICATION CENTER,NC,Positive,,,,Notifi_center Viewed,,Apple iOS_NC_1.1.1.1,Apple iOS_NC_1.1.1,106,4,4.0,8,15,105.0,2025-02-06
107,DR_Notification Declined with new notifications,Notifi_center Declined,Apple iOS,NOTIFICATION CENTER,NC,Negative,,,,Notifi_center Declined,,Apple iOS_NC_1.1.1.2,Apple iOS_NC_1.1.1,107,5,4.0,8,15,105.0,2025-02-06
108,DR_Notification accepted with new notifications,Notifi_center Accepted,Apple iOS,NOTIFICATION CENTER,NC,Positive,,,,Notifi_center Accepted,,Apple iOS_NC_1.1.1.3,Apple iOS_NC_1.1.1,108,6,4.0,8,15,105.0,2025-02-06
109,DR_No action on new notifications,Notifi_center No Action,Apple iOS,NOTIFICATION CENTER,NC,Negative,,,,Notifi_center No Action,,Apple iOS_NC_1.1.1.4,Apple iOS_NC_1.1.1,109,7,4.0,8,15,105.0,2025-02-06
110,DR_Notifications not received visits,Notifi_center Visits with no new notifications,Apple iOS,NOTIFICATION CENTER,NC,Negative,,Notifi_center Visits with no new notifications,,,,Apple iOS_NC_1.2,Apple iOS_NC_1,110,8,2.0,8,15,103.0,2025-02-06
111,DR_Notification Viewed with no new notifications,with no new notifi Viewed,Apple iOS,NOTIFICATION CENTER,NC,Positive,,,,with no new notifi Viewed,,Apple iOS_NC_1.2.0.1,Apple iOS_NC_1.2.0,111,9,4.0,8,15,,2025-02-06
112,DR_Notification Declined with no new notification,with no new notifi Declined,Apple iOS,NOTIFICATION CENTER,NC,Negative,,,,with no new notifi Declined,,Apple iOS_NC_1.2.0.2,Apple iOS_NC_1.2.0,112,10,4.0,8,15,,2025-02-06
113,DR_Notification accepted with no new notifications,with no new notifi Accepted,Apple iOS,NOTIFICATION CENTER,NC,Positive,,,,with no new notifi Accepted,,Apple iOS_NC_1.2.0.3,Apple iOS_NC_1.2.0,113,11,4.0,8,15,,2025-02-06
114,DR_No action on no new notifications,with no new notifi No Action,Apple iOS,NOTIFICATION CENTER,NC,Negative,,,,with no new notifi No Action,,Apple iOS_NC_1.2.0.4,Apple iOS_NC_1.2.0,114,12,4.0,8,15,,2025-02-06
115,DR_Visits,Visits,Apple iOS,OVER ALL,OA,Positive,Visits,,,,,Apple iOS_OA_1,,115,1,1.0,9,1,,2025-02-06
116,Unique Visitors,Visitors,Apple iOS,OVER ALL,OA,Positive,,,,,,,,116,2,1.0,9,1,,2025-02-06
117,Page Views,Page Views,Apple iOS,OVER ALL,OA,Positive,,,,,,,,117,3,1.0,9,1,,2025-02-06
118,Average Time Spent on Page,Average Time Spent (mins),Apple iOS,OVER ALL,OA,Negative,,,,,,,,118,4,1.0,9,1,,2025-02-06
119,DR_New Visitors,New Visitors,Apple iOS,OVER ALL,OA,Positive,,New Visitors,,,,Apple iOS_OA_1.1,Apple iOS_OA_1,119,5,2.0,9,1,115.0,2025-02-06
120,DR_Server Errors,Server Errors,Apple iOS,OVER ALL,OA,Negative,,Server Errors,,,,Apple iOS_OA_1.2,Apple iOS_OA_1,120,6,2.0,9,1,115.0,2025-02-06
121,DR_Overall Chat,Visits to Chat,Apple iOS,OVER ALL,OA,Negative,,Visits to Chat,,,,Apple iOS_OA_1.3,Apple iOS_OA_1,121,7,2.0,9,1,115.0,2025-02-06
122,DR_continuing chat from new chat page,Continuing chat from new chat page,Apple iOS,OVER ALL,OA,Positive,,Continuing chat from new chat page,,,,Apple iOS_OA_1.4,Apple iOS_OA_1,122,14,2.0,9,1,115.0,2025-02-06
123,DR_Message Us,Visits to Chat (Bot),Apple iOS,OVER ALL,OA,Negative,,Visits to Chat (Bot),,,,Apple iOS_OA_1.5,Apple iOS_OA_1,123,8,2.0,9,1,115.0,2025-02-06
124,DR_Agent Chat,Visits to Agent Chat (Skip bot),Apple iOS,OVER ALL,OA,Negative,,Visits to Agent Chat (Skip bot),,,,Apple iOS_OA_1.6,Apple iOS_OA_1,124,9,2.0,9,1,115.0,2025-02-06
125,DR_Self Service Initiated,Visits to Self Service Features,Apple iOS,OVER ALL,OA,Positive,,Visits to Self Service Features,,,,Apple iOS_OA_1.7,Apple iOS_OA_1,125,10,2.0,9,1,115.0,2025-02-06
126,DR_CoxApp | Visits with Chat and No Self Service Initiated,Visits with Chat but No Self Service,Apple iOS,OVER ALL,OA,Negative,,Visits with Chat but No Self Service,,,,Apple iOS_OA_1.8,Apple iOS_OA_1,126,11,2.0,9,1,115.0,2025-02-06
127,DR_CoxApp | Visits with No Self Service and No Chat,Visits with Neither Self Service nor Chat,Apple iOS,OVER ALL,OA,Negative,,Visits with Neither Self Service nor Chat,,,,Apple iOS_OA_1.9,Apple iOS_OA_1,127,12,2.0,9,1,115.0,2025-02-06
128,DR_CoxApp | Visits not logged in,Not Logged-in Visits,Apple iOS,OVER ALL,OA,Negative,,Not Logged-in Visits,,,,Apple iOS_OA_1.10,Apple iOS_OA_1,128,13,2.0,9,1,115.0,2025-02-06
129,DR_Native Registration Home Page,Visits to Registration Home Page,Apple iOS,RE GISTRATION (NATIVE),RG(,Positive,Visits to Registration Home Page,,,,,Apple iOS_RG(_1,,129,1,1.0,10,9,,2025-02-06
130,DR_Native Registration Confirmation,New Registrations,Apple iOS,RE GISTRATION (NATIVE),RG(,Positive,,New Registrations,,,,Apple iOS_RG(_1.1,Apple iOS_RG(_1,130,2,2.0,10,9,129.0,2025-02-06
131,DR_Native Registration - Already Registered,Already Registered,Apple iOS,RE GISTRATION (NATIVE),RG(,Positive,,Already Registered,,,,Apple iOS_RG(_1.2,Apple iOS_RG(_1,131,3,2.0,10,9,129.0,2025-02-06
132,DR_Native Registration - Did not Registered,Did not Register,Apple iOS,RE GISTRATION (NATIVE),RG(,Negative,,Did not Register,,,,Apple iOS_RG(_1.3,Apple iOS_RG(_1,132,4,2.0,10,9,129.0,2025-02-06
133,DR_Native Registration - Server Form Errors,Reg_native Server Errors,Apple iOS,RE GISTRATION (NATIVE),RG(,Negative,,Reg_native Server Errors,,,,Apple iOS_RG(_1.4,Apple iOS_RG(_1,133,11,2.0,10,9,129.0,2025-02-06
134,DR_CoxApp | Chat from Registration Flow,Reg_native Interacted with Chat,Apple iOS,RE GISTRATION (NATIVE),RG(,Negative,,Reg_native Interacted with Chat,,,,Apple iOS_RG(_1.5,Apple iOS_RG(_1,134,12,2.0,10,9,129.0,2025-02-06
