create_dt,metric_id,feature_id,unique_identifier,feature_name,metrics,display_names,operating_system_type,Date,Value
2025-02-04,245,1,BL,BIL LING,DR_CoxApp | Billing - Additional time to pay (Link out),Additional time to pay - Linkout,Google Android,29-08-2024,61.286
2025-02-04,246,1,BL,BIL LING,DR_CoxApp | Billing - Future date payment (Link out),Future date payment - Linkout,Google Android,29-08-2024,7.021
2025-02-04,247,1,BL,BIL LING,DR_Billing - View Bill Details,Bill Downloads,Google Android,29-08-2024,4.695
2025-02-04,248,1,BL,BIL LING,DR_Billing - Activity & Statements,Activity & Statements,Google Android,29-08-2024,7.696
2025-02-04,249,1,BL,BIL LING,DR_Billing - Automatic Payments,Easy Pay Enrollments,Google Android,29-08-2024,2.964
2025-02-04,250,1,BL,BIL LING,DR_Billing - Manage Payment Methods,Payment Method Changes,Google Android,29-08-2024,3.766
2025-02-04,251,1,BL,BIL LING,DR_Billing - Agreements & Discounts,Agreement & Discounts,Google Android,29-08-2024,3.128
2025-02-04,252,1,BL,BIL LING,DR_Billing - Bill Delivery,Bill Delivery Options,Google Android,29-08-2024,1.051
2025-02-04,253,1,BL,BIL LING,DR_Billing - Edit Billing Address,Address Changes,Google Android,29-08-2024,0.197
2025-02-04,254,1,BL,BIL LING,DR_Billing - Move My Service,Move Service,Google Android,29-08-2024,0.849
2025-02-04,255,1,BL,BIL LING,DR_Billing visits to chat,Billing_Interacted with chat,Google Android,29-08-2024,2.856
2025-02-04,280,3,DU,DATA USAGE,DR_Total Data Usage Visits,Total Data Usage Visits,Google Android,29-08-2024,5043.0
2025-02-04,281,3,DU,DATA USAGE,DR_Data Plan upgrade,Data Plan Upgrade,Google Android,29-08-2024,2.816
2025-02-04,282,3,DU,DATA USAGE,DR_Data Usage Learn More,Learn More,Google Android,29-08-2024,3.887
2025-02-04,283,3,DU,DATA USAGE,DR_Data Usage Courtesy Credits,Courtesy Credit,Google Android,29-08-2024,49.336
2025-02-04,284,3,DU,DATA USAGE,DR_Total Data Usage >=75%,Data usage >=75%,Google Android,29-08-2024,35.158
2025-02-04,285,3,DU,DATA USAGE,DR_Total Data Usage >=100%,Data usage >=100%,Google Android,29-08-2024,12.691
2025-02-04,286,3,DU,DATA USAGE,DR_Data Usage - Agent Chat Started,Data_usage Interacted with Chat,Google Android,29-08-2024,2.38
2025-02-04,295,5,ECN,EASY CON NECT,DR_Visits where One EC Card was shown,Easy Connect Eligible Visits,Google Android,29-08-2024,419.0
2025-02-04,296,5,ECN,EASY CON NECT,DR_EC Flow>Success,Overall Success,Google Android,29-08-2024,37.47
2025-02-04,297,5,ECN,EASY CON NECT,DR_EC>Failure,Overall Failure,Google Android,29-08-2024,0.477
2025-02-04,298,5,ECN,EASY CON NECT,DR_EC Flow>Timeout,Overall Timeout,Google Android,29-08-2024,16.468
2025-02-04,299,5,ECN,EASY CON NECT,DR_EC>No Result,Overall No Result,Google Android,29-08-2024,45.585
2025-02-04,300,5,ECN,EASY CON NECT,DR_Easy Connect - Started,Started the Flow,Google Android,29-08-2024,39.379
2025-02-04,301,5,ECN,EASY CON NECT,DR_Easy Connect Started - Success,Success,Google Android,29-08-2024,33.333
2025-02-04,302,5,ECN,EASY CON NECT,DR_Easy Connect Started - Failure,Failure,Google Android,29-08-2024,1.212
2025-02-04,303,5,ECN,EASY CON NECT,DR_Easy Connect Started - Timeout,Timeout,Google Android,29-08-2024,40.0
2025-02-04,304,5,ECN,EASY CON NECT,DR_Easy Connect Started - No Result,No Result,Google Android,29-08-2024,25.455
2025-02-04,305,5,ECN,EASY CON NECT,DR_Easy Connect - Started Agent Chat,Easyconnect_Interacted with Chat,Google Android,29-08-2024,41.818
2025-02-04,306,5,ECN,EASY CON NECT,DR_Visits who did not Start EC Flow,Did Not Start the Flow,Google Android,29-08-2024,60.621
2025-02-04,307,5,ECN,EASY CON NECT,DR_Visits who did not Start EC Flow - Success,Did_not Success,Google Android,29-08-2024,40.157
2025-02-04,308,5,ECN,EASY CON NECT,DR_Visits who did not Start EC Flow - Failure,Did_not Failure,Google Android,29-08-2024,0.0
2025-02-04,309,5,ECN,EASY CON NECT,DR_Visits who did not Start EC Flow - No Result,Did_not No Result,Google Android,29-08-2024,59.843
2025-02-04,310,5,ECN,EASY CON NECT,DR_Easy Connect - Self install success,,Google Android,29-08-2024,35.0
2025-02-04,311,5,ECN,EASY CON NECT,DR_Easy Connect - Self install Timeout,,Google Android,29-08-2024,1.0
2025-02-04,332,7,LI,LOG IN,DR_Login Page Visits,Login Page Visits,Google Android,29-08-2024,40378.0
2025-02-04,333,7,LI,LOG IN,DR_Successful logins,Login Success Rate,Google Android,29-08-2024,84.952
2025-02-04,334,7,LI,LOG IN,DR_Auto Logins,Share of Auto Login (Remember/Biometrics),Google Android,29-08-2024,51.758
2025-02-04,335,7,LI,LOG IN,DR_Clicks to MFA Verification,with TSV,Google Android,29-08-2024,6.35
2025-02-04,336,7,LI,LOG IN,DR_Clicks on Forgot User ID,User ID Recovery,Google Android,29-08-2024,1.436
2025-02-04,337,7,LI,LOG IN,Clicks on Forgot Password,Password Reset,Google Android,29-08-2024,1.746
2025-02-04,338,7,LI,LOG IN,DR_Need to Register,Registration,Google Android,29-08-2024,2.147
2025-02-04,351,9,OA,OVER ALL,DR_Visits,Visits,Google Android,29-08-2024,40690.0
2025-02-04,352,9,OA,OVER ALL,Unique Visitors,Visitors,Google Android,29-08-2024,36310.0
2025-02-04,353,9,OA,OVER ALL,Page Views,Page Views,Google Android,29-08-2024,843595.0
2025-02-04,354,9,OA,OVER ALL,Average Time Spent on Page,Average Time Spent (mins),Google Android,29-08-2024,4.1
2025-02-04,355,9,OA,OVER ALL,DR_New Visitors,New Visitors,Google Android,29-08-2024,4.967
2025-02-04,356,9,OA,OVER ALL,DR_Server Errors,Server Errors,Google Android,29-08-2024,14.082
2025-02-04,357,9,OA,OVER ALL,DR_Overall Chat,Visits to Chat,Google Android,29-08-2024,4.151
2025-02-04,358,9,OA,OVER ALL,DR_Message Us,Visits to Chat (Bot),Google Android,29-08-2024,3.133
2025-02-04,359,9,OA,OVER ALL,DR_Agent Chat,Visits to Agent Chat (Skip bot),Google Android,29-08-2024,1.224
2025-02-04,360,9,OA,OVER ALL,DR_Self Service Initiated,Visits to Self Service Features,Google Android,29-08-2024,54.869
2025-02-04,361,9,OA,OVER ALL,DR_CoxApp | Visits with Chat and No Self Service Initiated,Visits with Chat but No Self Service,Google Android,29-08-2024,1.01
2025-02-04,362,9,OA,OVER ALL,DR_CoxApp | Visits with No Self Service and No Chat,Visits with Neither Self Service nor Chat,Google Android,29-08-2024,30.855
2025-02-04,363,9,OA,OVER ALL,DR_CoxApp | Visits not logged in,Not Logged-in Visits,Google Android,29-08-2024,15.117
2025-02-04,364,10,RG(,RE GISTRATION (NATIVE),DR_Native Registration Home Page,Visits to Registration Home Page,Google Android,29-08-2024,876.0
2025-02-04,365,10,RG(,RE GISTRATION (NATIVE),DR_Native Registration Confirmation,New Registrations,Google Android,29-08-2024,26.484
2025-02-04,366,10,RG(,RE GISTRATION (NATIVE),DR_Native Registration - Already Registered,Already Registered,Google Android,29-08-2024,24.658
2025-02-04,367,10,RG(,RE GISTRATION (NATIVE),DR_Native Registration - Did not Registered,Did not Register,Google Android,29-08-2024,49.087
2025-02-04,368,10,RG(,RE GISTRATION (NATIVE),DR_Native Registration - Server Form Errors,Reg_native Server Errors,Google Android,29-08-2024,39.84
2025-02-04,369,10,RG(,RE GISTRATION (NATIVE),DR_CoxApp | Chat from Registration Flow,Reg_native Interacted with Chat,Google Android,29-08-2024,0.0
2025-02-04,370,10,RG(,RE GISTRATION (NATIVE),DR_Native Registration - Intent to Register,Intent to Register,Google Android,29-08-2024,699.0
2025-02-04,371,10,RG(,RE GISTRATION (NATIVE),DR_Native Registration Success,Funnel Success Rate,Google Android,29-08-2024,64.235
2025-02-04,372,10,RG(,RE GISTRATION (NATIVE),DR_Native Registration - Phone Lookup,Phone Lookup,Google Android,29-08-2024,614.0
2025-02-04,373,10,RG(,RE GISTRATION (NATIVE),DR_Native Registration - Phone Lookup Success,Phone Lookup Success Rate,Google Android,29-08-2024,75.733
2025-02-04,374,10,RG(,RE GISTRATION (NATIVE),DR_Native Registration - Email Lookup,Email Lookup,Google Android,29-08-2024,228.0
2025-02-04,375,10,RG(,RE GISTRATION (NATIVE),DR_Native Registration - Email Lookup Success,Email Lookup Success Rate,Google Android,29-08-2024,53.07
2025-02-04,376,11,RM,RESET MODEM,DR_Reset Modem - Home Page,Reset Modem Start Page Visits,Google Android,29-08-2024,1791.0
2025-02-04,377,11,RM,RESET MODEM,DR_Reset Modem - Started Rebooting Process,Started Reset Process,Google Android,29-08-2024,91.625
2025-02-04,378,11,RM,RESET MODEM,DR_Reset Modem - Rebooting Complete,Reset Process Complete,Google Android,29-08-2024,31.14
2025-02-04,379,11,RM,RESET MODEM,DR_Reset Modem - Rebooting Incomplete,Reset Process Incomplete,Google Android,29-08-2024,34.247
2025-02-04,380,11,RM,RESET MODEM,DR_Reset Modem - Agent Chat,Reset_Modem Interacted with Chat,Google Android,29-08-2024,12.797
2025-02-04,381,11,RM,RESET MODEM,DR_Reset Modem - Error Outage,Error Outage,Google Android,29-08-2024,6.086
2025-02-04,382,11,RM,RESET MODEM,DR_Reset Modem Error - Non Pay,Non Pay Error,Google Android,29-08-2024,0.391
2025-02-04,383,11,RM,RESET MODEM,DR_Reset Modem Error -DMCA,DMCA Error,Google Android,29-08-2024,0.67
2025-02-04,384,12,RTB,RESET TV BOX,DR_Reset Tvbox - Home Page,Reset TV Box Start Page Visits,Google Android,29-08-2024,254.0
2025-02-04,385,12,RTB,RESET TV BOX,DR_Reset Tvbox - Rebooting,Reset_TV Started Reset Process,Google Android,29-08-2024,91.339
2025-02-04,386,12,RTB,RESET TV BOX,DR_Reset Tvbox - Complete,Reset_TV Process Complete,Google Android,29-08-2024,31.034
2025-02-04,387,12,RTB,RESET TV BOX,DR_Reset Tvbox - Incomplete,Reset_TV Process Incomplete,Google Android,29-08-2024,22.414
2025-02-04,388,12,RTB,RESET TV BOX,DR_Reset Tvbox - Agent Chat,Reset_TV Interacted with Chat,Google Android,29-08-2024,12.931
2025-02-04,389,12,RTB,RESET TV BOX,DR_Reset Tvbox - Error Outage,Reset_TV Error Outage,Google Android,29-08-2024,6.299
2025-02-04,390,12,RTB,RESET TV BOX,DR_Reset Tvbox Error - Non Pay,Reset_TV Non Pay Error,Google Android,29-08-2024,0.0
2025-02-04,391,12,RTB,RESET TV BOX,DR_Reset Tvbox Error - DMCA,Reset_TV DMCA Error,Google Android,29-08-2024,0.0
2025-02-04,416,15,SH,SMART HELP,DR_SmartHelp - Landing Page,Devices Page Visits,Google Android,29-08-2024,1699.0
2025-02-04,417,15,SH,SMART HELP,DR_SmartHelp - Started,Started Troubleshooting (Solution Center),Google Android,29-08-2024,2.707
2025-02-04,418,15,SH,SMART HELP,DR_SmartHelp - Result,Saw a Result,Google Android,29-08-2024,100.0
2025-02-04,419,15,SH,SMART HELP,DR_SmartHelp Result - Unknown,1st common reason (Unknown),Google Android,29-08-2024,78.261
2025-02-04,420,15,SH,SMART HELP,DR_SmartHelp Result - Disconnected,2nd common reason (Disconnected),Google Android,29-08-2024,10.87
2025-02-04,421,15,SH,SMART HELP,DR_SmartHelp Result - Incomplete Install,3rd common reason (Incomplete Install),Google Android,29-08-2024,8.696
2025-02-04,422,15,SH,SMART HELP,DR_SmartHelp - Reboot Flow Started,Did a Device Reboot,Google Android,29-08-2024,1.295
2025-02-04,423,15,SH,SMART HELP,DR_SmartHelp - P&P,Started Proactive and Preventive (P&P),Google Android,29-08-2024,56.916
2025-02-04,424,15,SH,SMART HELP,DR_Smarthelp P&P - Let's troubleshoot together,Started P&P troubleshooting,Google Android,29-08-2024,53.568
2025-02-04,425,15,SH,SMART HELP,DR_Smarthelp P&P - Reset Complete,Smarthelp Reset Complete,Google Android,29-08-2024,15.202
2025-02-04,426,15,SH,SMART HELP,DR_Smarthelp P&P - Let's schedule a technician visit,Schedule Tech,Google Android,29-08-2024,16.029
2025-02-04,427,15,SH,SMART HELP,DR_Smarthelp P&P - Connect with a support agent,Connect with Agent,Google Android,29-08-2024,2.999
2025-02-04,428,15,SH,SMART HELP,DR_Smarthelp P&P - Interacted with Chat Agent,Smarthelp_P&P Interacted with Chat,Google Android,29-08-2024,12.41
