metric_id,metrics,display_names,operating_system_type,feature_name,unique_identifier,metric_nature,level_1,level_2,level_3,level_4,level_5,hierarchy_id,parent_id_old,metric_sequence_num,metric_seqno,level_no,feature_id,feature_seq_num,parent_id,create_dt
136,DR_Native Registration Success,Funnel Success Rate,Apple iOS,RE GISTRATION (NATIVE),RG(,Positive,,Funnel Success Rate,,,,Apple iOS_RG(_2.1,Apple iOS_RG(_2,136,8,2.0,10,9,135.0,2025-01-28
137,DR_Native Registration - Phone Lookup,Phone Lookup,Apple iOS,RE GISTRATION (NATIVE),RG(,Positive,Phone Lookup,,,,,Apple iOS_RG(_3,,137,9,1.0,10,9,,2025-01-28
138,DR_Native Registration - Phone Lookup Success,Phone Lookup Success Rate,Apple iOS,RE GISTRATION (NATIVE),RG(,Positive,,Phone Lookup Success Rate,,,,Apple iOS_RG(_3.1,Apple iOS_RG(_3,138,10,2.0,10,9,137.0,2025-01-28
139,DR_Native Registration - Email Lookup,Email Lookup,Apple iOS,RE GISTRATION (NATIVE),RG(,Positive,Email Lookup,,,,,Apple iOS_RG(_4,,139,11,1.0,10,9,,2025-01-28
140,DR_Native Registration - Email Lookup Success,Email Lookup Success Rate,Apple iOS,RE GISTRATION (NATIVE),RG(,Positive,,Email Lookup Success Rate,,,,Apple iOS_RG(_4.1,Apple iOS_RG(_4,140,12,2.0,10,9,139.0,2025-01-28
141,DR_Reset Modem - Home Page,Reset Modem Start Page Visits,Apple iOS,RESET MODEM,RM,Positive,Reset Modem Start Page Visits,,,,,Apple iOS_RM_1,,141,1,1.0,11,6,,2025-01-28
142,DR_Reset Modem - Started Rebooting Process,Started Reset Process,Apple iOS,RESET MODEM,RM,Positive,,Started Reset Process,,,,Apple iOS_RM_1.1,Apple iOS_RM_1,142,2,2.0,11,6,141.0,2025-01-28
143,DR_Reset Modem - Rebooting Complete,Reset Process Complete,Apple iOS,RESET MODEM,RM,Positive,,,Reset Process Complete,,,Apple iOS_RM_1.1.1,Apple iOS_RM_1.1,143,3,3.0,11,6,142.0,2025-01-28
144,DR_Reset Modem - Rebooting Incomplete,Reset Process Incomplete,Apple iOS,RESET MODEM,RM,Negative,,,Reset Process Incomplete,,,Apple iOS_RM_1.1.2,Apple iOS_RM_1.1,144,4,3.0,11,6,142.0,2025-01-28
145,DR_Reset Modem - Agent Chat,Reset_Modem Interacted with Chat,Apple iOS,RESET MODEM,RM,Negative,,,Reset_Modem Interacted with Chat,,,Apple iOS_RM_1.1.3,Apple iOS_RM_1.1,145,5,3.0,11,6,142.0,2025-01-28
146,DR_Reset Modem - Error Outage,Error Outage,Apple iOS,RESET MODEM,RM,Negative,,Error Outage,,,,Apple iOS_RM_1.2,Apple iOS_RM_1,146,6,2.0,11,6,141.0,2025-01-28
147,DR_Reset Modem Error - Non Pay,Non Pay Error,Apple iOS,RESET MODEM,RM,Negative,,Non Pay Error,,,,Apple iOS_RM_1.3,Apple iOS_RM_1,147,7,2.0,11,6,141.0,2025-01-28
148,DR_Reset Modem Error -DMCA,DMCA Error,Apple iOS,RESET MODEM,RM,Negative,,DMCA Error,,,,Apple iOS_RM_1.4,Apple iOS_RM_1,148,8,2.0,11,6,141.0,2025-01-28
149,DR_Reset Tvbox - Home Page,Reset TV Box Start Page Visits,Apple iOS,RESET TV BOX,RTB,Positive,Reset TV Box Start Page Visits,,,,,Apple iOS_RTB_1,,149,1,1.0,12,7,,2025-01-28
150,DR_Reset Tvbox - Rebooting,Reset_TV Started Reset Process,Apple iOS,RESET TV BOX,RTB,Positive,,Reset_TV Started Reset Process,,,,Apple iOS_RTB_1.1,Apple iOS_RTB_1,150,2,2.0,12,7,149.0,2025-01-28
151,DR_Reset Tvbox - Complete,Reset_TV Process Complete,Apple iOS,RESET TV BOX,RTB,Positive,,,Reset_TV Process Complete,,,Apple iOS_RTB_1.1.1,Apple iOS_RTB_1.1,151,3,3.0,12,7,150.0,2025-01-28
152,DR_Reset Tvbox - Incomplete,Reset_TV Process Incomplete,Apple iOS,RESET TV BOX,RTB,Negative,,,Reset_TV Process Incomplete,,,Apple iOS_RTB_1.1.2,Apple iOS_RTB_1.1,152,4,3.0,12,7,150.0,2025-01-28
153,DR_Reset Tvbox - Agent Chat,Reset_TV Interacted with Chat,Apple iOS,RESET TV BOX,RTB,Negative,,,Reset_TV Interacted with Chat,,,Apple iOS_RTB_1.1.3,Apple iOS_RTB_1.1,153,5,3.0,12,7,150.0,2025-01-28
154,DR_Reset Tvbox - Error Outage,Reset_TV Error Outage,Apple iOS,RESET TV BOX,RTB,Negative,,Reset_TV Error Outage,,,,Apple iOS_RTB_1.2,Apple iOS_RTB_1,154,6,2.0,12,7,149.0,2025-01-28
155,DR_Reset Tvbox Error - Non Pay,Reset_TV Non Pay Error,Apple iOS,RESET TV BOX,RTB,Negative,,Reset_TV Non Pay Error,,,,Apple iOS_RTB_1.3,Apple iOS_RTB_1,155,7,2.0,12,7,149.0,2025-01-28
156,DR_Reset Tvbox Error - DMCA,Reset_TV DMCA Error,Apple iOS,RESET TV BOX,RTB,Negative,,Reset_TV DMCA Error,,,,Apple iOS_RTB_1.4,Apple iOS_RTB_1,156,8,2.0,12,7,149.0,2025-01-28
157,DR_Alert Type Visits,Visits with Service Alert,Apple iOS,SERVICE ALERT,SA,Negative,Visits with Service Alert,,,,,Apple iOS_SA_1,,157,1,1.0,13,14,,2025-01-28
158,DR_Outage Alert,Service_alert Outage,Apple iOS,SERVICE ALERT,SA,Negative,,Service_alert Outage,,,,Apple iOS_SA_1.1,Apple iOS_SA_1,158,2,2.0,13,14,157.0,2025-01-28
159,Dr_Campaign Rolloff Alert,Service_alert Campaign Rolloff,Apple iOS,SERVICE ALERT,SA,Negative,,Service_alert Campaign Rolloff,,,,Apple iOS_SA_1.2,Apple iOS_SA_1,159,3,2.0,13,14,157.0,2025-01-28
160,Dr_NonPay Suspension Alert,Service_alert NonPay Suspension,Apple iOS,SERVICE ALERT,SA,Negative,,Service_alert NonPay Suspension,,,,Apple iOS_SA_1.3,Apple iOS_SA_1,160,4,2.0,13,14,157.0,2025-01-28
161,Dr_Network Construction Alert,Service_alert Network Construction,Apple iOS,SERVICE ALERT,SA,Negative,,Service_alert Network Construction,,,,Apple iOS_SA_1.4,Apple iOS_SA_1,161,5,2.0,13,14,157.0,2025-01-28
162,Dr_DMCA Termination Alert,Service_alert DMCA Termination,Apple iOS,SERVICE ALERT,SA,Negative,,Service_alert DMCA Termination,,,,Apple iOS_SA_1.5,Apple iOS_SA_1,162,6,2.0,13,14,157.0,2025-01-28
163,server:error:CC-CLIENT_ERROR,,Apple iOS,SERVER ERRORS,SE,,,,,,,,,163,1,1.0,14,16,,2025-01-28
164,server:error:CC-NO-INTERNET,,Apple iOS,SERVER ERRORS,SE,,,,,,,,,164,2,1.0,14,16,,2025-01-28
165,server:error:CC-INTERNAL_ERROR,,Apple iOS,SERVER ERRORS,SE,,,,,,,,,165,3,1.0,14,16,,2025-01-28
166,server:error:CC-PAYMENT_AUTH_FAILED,,Apple iOS,SERVER ERRORS,SE,,,,,,,,,166,4,1.0,14,16,,2025-01-28
167,server:error:unable_to_retrieve_data_usage_information_at_this_time.,,Apple iOS,SERVER ERRORS,SE,,,,,,,,,167,5,1.0,14,16,,2025-01-28
168,server:error:CC-ACCOUNT_NOT_FOUND,,Apple iOS,SERVER ERRORS,SE,,,,,,,,,168,6,1.0,14,16,,2025-01-28
169,server:error:CC-USERNAME-ALREADY-EXISTS,,Apple iOS,SERVER ERRORS,SE,,,,,,,,,169,7,1.0,14,16,,2025-01-28
170,server:error:CC-PASSWORD_DENIED,,Apple iOS,SERVER ERRORS,SE,,,,,,,,,170,8,1.0,14,16,,2025-01-28
171,server:error:CC-SECURITY_TOKEN_NOT_FOUND,,Apple iOS,SERVER ERRORS,SE,,,,,,,,,171,9,1.0,14,16,,2025-01-28
172,server:error:CC-PAYMENT_UNKNOWN_ERROR,,Apple iOS,SERVER ERRORS,SE,,,,,,,,,172,10,1.0,14,16,,2025-01-28
173,server:error:CC-DUPLICATE_PAYMENT,,Apple iOS,SERVER ERRORS,SE,,,,,,,,,173,11,1.0,14,16,,2025-01-28
174,server:error:CC-INVALID_ZIPCODE,,Apple iOS,SERVER ERRORS,SE,,,,,,,,,174,12,1.0,14,16,,2025-01-28
175,server:error:CC-PRIMARY-IDENTITY-ALREADY-EXISTS,,Apple iOS,SERVER ERRORS,SE,,,,,,,,,175,13,1.0,14,16,,2025-01-28
176,server:error:CC-INVALID_CVV,,Apple iOS,SERVER ERRORS,SE,,,,,,,,,176,14,1.0,14,16,,2025-01-28
177,server:error:CC-INVALID_CARD_NUMBER,,Apple iOS,SERVER ERRORS,SE,,,,,,,,,177,15,1.0,14,16,,2025-01-28
178,server:error:CC-APPOINTMENT-SLOT-ERROR,,Apple iOS,SERVER ERRORS,SE,,,,,,,,,178,16,1.0,14,16,,2025-01-28
179,server:error:CC-PAYMENT_METHOD_RESTRICTED,,Apple iOS,SERVER ERRORS,SE,,,,,,,,,179,17,1.0,14,16,,2025-01-28
180,server:error:CC-INVALID_ROUTING_NUMBER,,Apple iOS,SERVER ERRORS,SE,,,,,,,,,180,18,1.0,14,16,,2025-01-28
181,server:error:CC-SECURE_TOKEN_ALREADY_VERIFIED,,Apple iOS,SERVER ERRORS,SE,,,,,,,,,181,19,1.0,14,16,,2025-01-28
182,server:error:CC-VALIDATION_ERROR,,Apple iOS,SERVER ERRORS,SE,,,,,,,,,182,20,1.0,14,16,,2025-01-28
183,DR_SmartHelp - Landing Page,Devices Page Visits,Apple iOS,SMART HELP,SH,Positive,Devices Page Visits,,,,,Apple iOS_SH_1,,183,1,1.0,15,5,,2025-01-28
184,DR_SmartHelp - Started,Started Troubleshooting (Solution Center),Apple iOS,SMART HELP,SH,Positive,,Started Troubleshooting (Solution Center),,,,Apple iOS_SH_1.1,Apple iOS_SH_1,184,2,2.0,15,5,183.0,2025-01-28
185,DR_SmartHelp - Result,Saw a Result,Apple iOS,SMART HELP,SH,Positive,,,Saw a Result,,,Apple iOS_SH_1.1.1,Apple iOS_SH_1.1,185,3,3.0,15,5,184.0,2025-01-28
186,DR_SmartHelp Result - Unknown,1st common reason (Unknown),Apple iOS,SMART HELP,SH,Negative,,,,1st common reason (Unknown),,Apple iOS_SH_1.1.1.1,Apple iOS_SH_1.1.1,186,4,4.0,15,5,185.0,2025-01-28
187,DR_SmartHelp Result - Disconnected,2nd common reason (Disconnected),Apple iOS,SMART HELP,SH,Negative,,,,2nd common reason (Disconnected),,Apple iOS_SH_1.1.1.2,Apple iOS_SH_1.1.1,187,5,4.0,15,5,185.0,2025-01-28
188,DR_SmartHelp Result - Incomplete Install,3rd common reason (Incomplete Install),Apple iOS,SMART HELP,SH,Negative,,,,3rd common reason (Incomplete Install),,Apple iOS_SH_1.1.1.3,Apple iOS_SH_1.1.1,188,6,4.0,15,5,185.0,2025-01-28
189,DR_SmartHelp - Reboot Flow Started,Did a Device Reboot,Apple iOS,SMART HELP,SH,Positive,,Did a Device Reboot,,,,Apple iOS_SH_1.2,Apple iOS_SH_1,189,7,2.0,15,5,183.0,2025-01-28
190,DR_SmartHelp - P&P,Started Proactive and Preventive (P&P),Apple iOS,SMART HELP,SH,Positive,,Started Proactive and Preventive (P&P),,,,Apple iOS_SH_1.3,Apple iOS_SH_1,190,8,2.0,15,5,183.0,2025-01-28
191,DR_Smarthelp P&P - Let's troubleshoot together,Started P&P troubleshooting,Apple iOS,SMART HELP,SH,Positive,,,Started P&P troubleshooting,,,Apple iOS_SH_1.3.1,Apple iOS_SH_1.3,191,9,3.0,15,5,190.0,2025-01-28
192,DR_Smarthelp P&P - Reset Complete,Smarthelp Reset Complete,Apple iOS,SMART HELP,SH,Positive,,,Smarthelp Reset Complete,,,Apple iOS_SH_1.3.2,Apple iOS_SH_1.3,192,10,3.0,15,5,190.0,2025-01-28
193,DR_Smarthelp P&P - Let's schedule a technician visit,Schedule Tech,Apple iOS,SMART HELP,SH,Positive,,,Schedule Tech,,,Apple iOS_SH_1.3.3,Apple iOS_SH_1.3,193,11,3.0,15,5,190.0,2025-01-28
194,DR_Smarthelp P&P - Connect with a support agent,Connect with Agent,Apple iOS,SMART HELP,SH,Negative,,,Connect with Agent,,,Apple iOS_SH_1.3.4,Apple iOS_SH_1.3,194,12,3.0,15,5,190.0,2025-01-28
195,DR_Smarthelp P&P - Interacted with Chat Agent,Smarthelp_P&P Interacted with Chat,Apple iOS,SMART HELP,SH,Negative,,,Smarthelp_P&P Interacted with Chat,,,Apple iOS_SH_1.3.5,Apple iOS_SH_1.3,195,13,3.0,15,5,190.0,2025-01-28
196,DR_SmartHelp - Billing & Account Support,Clicked Billing & Account Support,Apple iOS,SMART HELP,SH,Positive,,Clicked Billing & Account Support,,,,Apple iOS_SH_1.4,Apple iOS_SH_1,196,14,2.0,15,5,183.0,2025-01-28
197,DR_SmartHelp - Internet Support,Clicked Internet Support,Apple iOS,SMART HELP,SH,Positive,,Clicked Internet Support,,,,Apple iOS_SH_1.5,Apple iOS_SH_1,197,15,2.0,15,5,183.0,2025-01-28
198,DR_SmartHelp - TV Support,Clicked TV Support,Apple iOS,SMART HELP,SH,Positive,,Clicked TV Support,,,,Apple iOS_SH_1.6,Apple iOS_SH_1,198,16,2.0,15,5,183.0,2025-01-28
199,DR_SmartHelp - Homelife Support,Clicked Homelife Support,Apple iOS,SMART HELP,SH,Positive,,Clicked Homelife Support,,,,Apple iOS_SH_1.7,Apple iOS_SH_1,199,17,2.0,15,5,183.0,2025-01-28
200,DR_SmartHelp - Agent Chat,Smarthelp_Interacted with Chat,Apple iOS,SMART HELP,SH,Negative,,Smarthelp_Interacted with Chat,,,,Apple iOS_SH_1.8,Apple iOS_SH_1,200,18,2.0,15,5,183.0,2025-01-28
201,DR_Support Home,Support Home Visits,Apple iOS,S UPPORT,SU,Positive,Support Home Visits,,,,,Apple iOS_SU_1,,201,1,1.0,16,11,,2025-01-28
202,DR_Support - Internet,Support Internet Support,Apple iOS,S UPPORT,SU,Positive,,Support Internet Support,,,,Apple iOS_SU_1.1,Apple iOS_SU_1,202,2,2.0,16,11,201.0,2025-01-28
203,DR_Support - Billing and Account,Billing & Account Support,Apple iOS,S UPPORT,SU,Positive,,Billing & Account Support,,,,Apple iOS_SU_1.2,Apple iOS_SU_1,203,3,2.0,16,11,201.0,2025-01-28
204,DR_Support - Billing,Billing Support,Apple iOS,S UPPORT,SU,Positive,,Billing Support,,,,Apple iOS_SU_1.3,Apple iOS_SU_1,204,4,2.0,16,11,201.0,2025-01-28
205,DR_Support - Account,Account Support,Apple iOS,S UPPORT,SU,Positive,,Account Support,,,,Apple iOS_SU_1.4,Apple iOS_SU_1,205,5,2.0,16,11,201.0,2025-01-28
206,DR_Support - TV,Support TV Support,Apple iOS,S UPPORT,SU,Positive,,Support TV Support,,,,Apple iOS_SU_1.5,Apple iOS_SU_1,206,6,2.0,16,11,201.0,2025-01-28
207,DR_Support - Homelife,Support Homelife Support,Apple iOS,S UPPORT,SU,Positive,,Support Homelife Support,,,,Apple iOS_SU_1.6,Apple iOS_SU_1,207,7,2.0,16,11,201.0,2025-01-28
208,DR_Support - Mobile,Support Mobile Support,Apple iOS,S UPPORT,SU,Positive,,Support Mobile Support,,,,Apple iOS_SU_1.7,Apple iOS_SU_1,208,8,2.0,16,11,201.0,2025-01-28
209,DR_Support - Read an Article,Read an Article,Apple iOS,S UPPORT,SU,Positive,,Read an Article,,,,Apple iOS_SU_1.8,Apple iOS_SU_1,209,9,2.0,16,11,201.0,2025-01-28
210,DR_Support - Search,Support Search,Apple iOS,S UPPORT,SU,Negative,,Support Search,,,,Apple iOS_SU_1.9,Apple iOS_SU_1,210,10,2.0,16,11,201.0,2025-01-28
211,DR_Support - Click on Exit Link,Went to External Link,Apple iOS,S UPPORT,SU,Positive,,Went to External Link,,,,Apple iOS_SU_1.10,Apple iOS_SU_1,211,11,2.0,16,11,201.0,2025-01-28
212,DR_Support - App Feedback,App Feedback,Apple iOS,S UPPORT,SU,Positive,,App Feedback,,,,Apple iOS_SU_1.11,Apple iOS_SU_1,212,12,2.0,16,11,201.0,2025-01-28
213,DR_Support - Agent chat started,Support Interacted with Chat,Apple iOS,S UPPORT,SU,Negative,,Support Interacted with Chat,,,,Apple iOS_SU_1.12,Apple iOS_SU_1,213,13,2.0,16,11,201.0,2025-01-28
214,DR_TSV Enrollment Home Page,Visits to TSV Home Page,Apple iOS,TWO-STEP VERIFICATION,TV,Positive,Visits to TSV Home Page,,,,,Apple iOS_TV_1,,214,1,1.0,17,12,,2025-01-28
215,DR_TSV | Intent to Enrollment,TSV Enrollment Page,Apple iOS,TWO-STEP VERIFICATION,TV,Positive,,TSV Enrollment Page,,,,Apple iOS_TV_1.1,Apple iOS_TV_1,215,2,2.0,17,12,214.0,2025-01-28
216,DR_TSV Enrollment - Success,TSV Overall Success Rate,Apple iOS,TWO-STEP VERIFICATION,TV,Positive,,TSV Overall Success Rate,,,,Apple iOS_TV_1.2,Apple iOS_TV_1,216,3,2.0,17,12,214.0,2025-01-28
217,DR_TSV Enrollment - Update,TSV Update,Apple iOS,TWO-STEP VERIFICATION,TV,Positive,,TSV Update,,,,Apple iOS_TV_1.3,Apple iOS_TV_1,217,4,2.0,17,12,214.0,2025-01-28
218,DR_TSV Enrollment - Server Errors,TSV Server Errors,Apple iOS,TWO-STEP VERIFICATION,TV,Negative,,TSV Server Errors,,,,Apple iOS_TV_1.4,Apple iOS_TV_1,218,5,2.0,17,12,214.0,2025-01-28
219,DR_TSV Enrollment - Phone text,TSV Phone Text,Apple iOS,TWO-STEP VERIFICATION,TV,Positive,TSV Phone Text,,,,,Apple iOS_TV_2,,219,6,1.0,17,12,,2025-01-28
220,DR_TSV Enrollment - Phone text Success,TSV Text Success Rate,Apple iOS,TWO-STEP VERIFICATION,TV,Positive,,TSV Text Success Rate,,,,Apple iOS_TV_2.1,Apple iOS_TV_2,220,7,2.0,17,12,219.0,2025-01-28
221,DR_TSV Enrollment - Phone call,TSV Phone Call,Apple iOS,TWO-STEP VERIFICATION,TV,Positive,TSV Phone Call,,,,,Apple iOS_TV_3,,221,8,1.0,17,12,,2025-01-28
222,DR_TSV Enrollment - Phone call Success,TSV Call Success Rate,Apple iOS,TWO-STEP VERIFICATION,TV,Positive,,TSV Call Success Rate,,,,Apple iOS_TV_3.1,Apple iOS_TV_3,222,9,2.0,17,12,221.0,2025-01-28
223,DR_TSV Enrollment - Email,TSV Email Text,Apple iOS,TWO-STEP VERIFICATION,TV,Positive,TSV Email Text,,,,,Apple iOS_TV_4,,223,10,1.0,17,12,,2025-01-28
224,DR_TSV Enrollment - Email Success,TSV Email Success Rate,Apple iOS,TWO-STEP VERIFICATION,TV,Positive,,TSV Email Success Rate,,,,Apple iOS_TV_4.1,Apple iOS_TV_4,224,11,2.0,17,12,223.0,2025-01-28
225,www.cox.com/residential/mobile/deals.html?sc_id=cr_mobile_app_z_coxapp_z_swrve_emb_mobile_holidays_b,,Apple iOS,U R L,URL,,,,,,,,,225,1,1.0,18,18,,2025-01-28
226,www.cox.com/residential/mobile/deals.html?sc_id=cr_mobile_app_z_coxapp_z_swrve_emb_mobile_holidays_2,,Apple iOS,U R L,URL,,,,,,,,,226,2,1.0,18,18,,2025-01-28
227,www.cox.com/mobile-shop/devices/apple?sc_id=cr_mobile_app_z_coxapp_z_swrve_emb_mobile_iphone16_ga,,Apple iOS,U R L,URL,,,,,,,,,227,3,1.0,18,18,,2025-01-28
228,www.cox.com/mobile-shop/check-device-compatibility.html&sc_id=cr_mobile_app_z_coxapp_z_swrve_emb_mob,,Apple iOS,U R L,URL,,,,,,,,,228,4,1.0,18,18,,2025-01-28
229,www.cox.com/mobile-shop/device/motorola-moto-g-play-2024_sapphire-blue?storage=64gb&sc_id=cr_mobile_,,Apple iOS,U R L,URL,,,,,,,,,229,5,1.0,18,18,,2025-01-28
230,www.cox.com/residential/refer-a-friend.html?&sc_id=cr_mobile_app_z_coxapp_z_swrve_emb_extole,,Apple iOS,U R L,URL,,,,,,,,,230,6,1.0,18,18,,2025-01-28
231,www.cox.com/mobile-shop/devices/apple&sc_id=cr_mobile_app_z_coxapp_z_swrve_emb_mobile_iphone16_PO,,Apple iOS,U R L,URL,,,,,,,,,231,7,1.0,18,18,,2025-01-28
232,www.cox.com/residential-shop/repackage-landing.html?sc_id=cr_mobile_app_z_coxapp_z_swrve_push_cro45,,Apple iOS,U R L,URL,,,,,,,,,232,8,1.0,18,18,,2025-01-28
233,www.cox.com/residential/move.html?sc_id=cr_mobile_app_z_coxapp_z_swrve_inapp,,Apple iOS,U R L,URL,,,,,,,,,233,9,1.0,18,18,,2025-01-28
234,www.cox.com/residential-shop/repackage-landing.html?sc_id=cr_mobile_app_z_coxapp_z_swrve_push_cro00,,Apple iOS,U R L,URL,,,,,,,,,234,10,1.0,18,18,,2025-01-28
235,www.cox.com/residential-shop/repackage-landing.html?sc_id=cr_mobile_app_z_coxapp_z_swrve_push_cro21,,Apple iOS,U R L,URL,,,,,,,,,235,11,1.0,18,18,,2025-01-28
236,www.cox.com/mobile-shop/devices?brand=apple?intercept=false&sc_id=cr_mobile_app_z_coxapp_z_swrve_emb,,Apple iOS,U R L,URL,,,,,,,,,236,12,1.0,18,18,,2025-01-28
237,DR_Visits to Billing Home,Billing Section Visits,Google Android,BIL LING,BL,Positive,Billing Section Visits,,,,,Google Android_BL_1,,1,20,1.0,1,3,,2025-01-28
238,DR_Billing Make a Payment,Make Payments,Google Android,BIL LING,BL,Positive,,Make Payments,,,,Google Android_BL_1.1,Google Android_BL_1,2,21,2.0,1,3,237.0,2025-01-28
239,DR_Client Errors on Make Payment,Client Errors on Payment Page,Google Android,BIL LING,BL,Negative,,,Client Errors on Payment Page,,,Google Android_BL_1.1.1,Google Android_BL_1.1,3,22,3.0,1,3,238.0,2025-01-28
240,DR_Server Errors on Make Payment,Server Errors on Payment Page,Google Android,BIL LING,BL,Negative,,,Server Errors on Payment Page,,,Google Android_BL_1.1.2,Google Android_BL_1.1,4,23,3.0,1,3,238.0,2025-01-28
241,DR_Payment Submit,Payment Submit,Google Android,BIL LING,BL,Positive,,Payment Submit,,,,Google Android_BL_1.2,Google Android_BL_1,5,24,2.0,1,3,237.0,2025-01-28
242,DR_Payments,Payment Success Rate,Google Android,BIL LING,BL,Positive,,,Payment Success Rate,,,Google Android_BL_1.2.1,Google Android_BL_1.2,6,25,3.0,1,3,241.0,2025-01-28
243,DR_Promise to Pay,Promise to Pay - Linkout,Google Android,BIL LING,BL,Positive,,Promise to Pay - Linkout,,,,Google Android_BL_1.3,Google Android_BL_1,7,26,2.0,1,3,237.0,2025-01-28
244,DR_Promise to Pay (Native),Promise to Pay - Native,Google Android,BIL LING,BL,Positive,,Promise to Pay - Native,,,,Google Android_BL_1.4,Google Android_BL_1,8,27,2.0,1,3,237.0,2025-01-28
245,DR_CoxApp | Billing - Additional time to pay (Link out),Additional time to pay - Linkout,Google Android,BIL LING,BL,Positive,,,Additional time to pay - Linkout,,,Google Android_BL_1.4.1,Google Android_BL_1.4,9,28,3.0,1,3,244.0,2025-01-28
246,DR_CoxApp | Billing - Future date payment (Link out),Future date payment - Linkout,Google Android,BIL LING,BL,Positive,,,Future date payment - Linkout,,,Google Android_BL_1.4.2,Google Android_BL_1.4,10,29,3.0,1,3,244.0,2025-01-28
247,DR_Billing - View Bill Details,Bill Downloads,Google Android,BIL LING,BL,Positive,,Bill Downloads,,,,Google Android_BL_1.5,Google Android_BL_1,11,30,2.0,1,3,237.0,2025-01-28
248,DR_Billing - Activity & Statements,Activity & Statements,Google Android,BIL LING,BL,Positive,,Activity & Statements,,,,Google Android_BL_1.6,Google Android_BL_1,12,31,2.0,1,3,237.0,2025-01-28
249,DR_Billing - Automatic Payments,Easy Pay Enrollments,Google Android,BIL LING,BL,Positive,,Easy Pay Enrollments,,,,Google Android_BL_1.7,Google Android_BL_1,13,32,2.0,1,3,237.0,2025-01-28
250,DR_Billing - Manage Payment Methods,Payment Method Changes,Google Android,BIL LING,BL,Positive,,Payment Method Changes,,,,Google Android_BL_1.8,Google Android_BL_1,14,33,2.0,1,3,237.0,2025-01-28
251,DR_Billing - Agreements & Discounts,Agreement & Discounts,Google Android,BIL LING,BL,Positive,,Agreement & Discounts,,,,Google Android_BL_1.9,Google Android_BL_1,15,34,2.0,1,3,237.0,2025-01-28
252,DR_Billing - Bill Delivery,Bill Delivery Options,Google Android,BIL LING,BL,Positive,,Bill Delivery Options,,,,Google Android_BL_1.10,Google Android_BL_1,16,35,2.0,1,3,237.0,2025-01-28
253,DR_Billing - Edit Billing Address,Address Changes,Google Android,BIL LING,BL,Positive,,Address Changes,,,,Google Android_BL_1.11,Google Android_BL_1,17,36,2.0,1,3,237.0,2025-01-28
254,DR_Billing - Move My Service,Move Service,Google Android,BIL LING,BL,Positive,,Move Service,,,,Google Android_BL_1.12,Google Android_BL_1,18,37,2.0,1,3,237.0,2025-01-28
255,DR_Billing visits to chat,Billing_Interacted with chat,Google Android,BIL LING,BL,Negative,,Billing_Interacted with chat,,,,Google Android_BL_1.13,Google Android_BL_1,19,38,2.0,1,3,237.0,2025-01-28
256,DR_Wireless Service,Visits from 'Cox Mobile' users,Google Android,COX MOBILE,CM,Positive,Visits from 'Cox Mobile' users,,,,,Google Android_CM_1,,20,25,1.0,2,13,,2025-01-28
257,DR_Mymobile HomePage Visits,Coxmob Line Detail Page,Google Android,COX MOBILE,CM,Positive,,Coxmob Line Detail Page,,,,Google Android_CM_1.1,Google Android_CM_1,21,26,2.0,2,13,256.0,2025-01-28
258,DR_Mobile Lock Enabled,,Google Android,COX MOBILE,CM,,,,,,,,,22,27,1.0,2,13,,2025-01-28
259,DR_Mobile Lock Disabled,,Google Android,COX MOBILE,CM,,,,,,,,,23,28,1.0,2,13,,2025-01-28
260,DR_Change Status Exit link,Coxmob Change Status External Link,Google Android,COX MOBILE,CM,Positive,,,Coxmob Change Status External Link,,,Google Android_CM_1.1.1,Google Android_CM_1.1,24,29,3.0,2,13,257.0,2025-01-28
261,DR_Add a Line,Coxmob Add a Line,Google Android,COX MOBILE,CM,Positive,,,Coxmob Add a Line,,,Google Android_CM_1.1.2,Google Android_CM_1.1,25,30,3.0,2,13,257.0,2025-01-28
262,DR_Change your Plan,Coxmob Change  Plan - linkout,Google Android,COX MOBILE,CM,,,,Coxmob Change  Plan - linkout,,,Google Android_CM_1.1.3,Google Android_CM_1.1,26,31,3.0,2,13,257.0,2025-01-28
263,DR_Change Plan - New,Coxmob Change Plan - Native,Google Android,COX MOBILE,CM,Positive,,,Coxmob Change Plan - Native,,,Google Android_CM_1.1.4,Google Android_CM_1.1,27,32,3.0,2,13,257.0,2025-01-28
264,DR_Change plan - Account Restrictions,Coxmob Account Restrictions,Google Android,COX MOBILE,CM,Negative,,,,Coxmob Account Restrictions,,Google Android_CM_1.1.4.1,Google Android_CM_1.1.4,28,33,4.0,2,13,263.0,2025-01-28
265,DR_Change plan Confirmation,Coxmob Plan Purchased,Google Android,COX MOBILE,CM,Positive,,,,Coxmob Plan Purchased,,Google Android_CM_1.1.4.2,Google Android_CM_1.1.4,29,34,4.0,2,13,263.0,2025-01-28
266,DR_Change Plan - Pay as Gig,Coxmob Gig Plan,Google Android,COX MOBILE,CM,Positive,,,,,Coxmob Gig Plan,Google Android_CM_1.1.4.2.1,Google Android_CM_1.1.4.2,30,35,5.0,2,13,265.0,2025-01-28
267,DR_Change Plan - Unlimited,Coxmob Unlimited Plan,Google Android,COX MOBILE,CM,Positive,,,,,Coxmob Unlimited Plan,Google Android_CM_1.1.4.2.2,Google Android_CM_1.1.4.2,31,36,5.0,2,13,265.0,2025-01-28
