Date String,Channel Group,Channel,Sub Channel,Activity,Ratio String
2/28/25,Online,eTail,3rd Party - Affinity,New Connect,0
2/28/25,Online,eTail,3rd Party - Affinity,Transfer,0
2/28/25,Online,eTail,3rd Party - Affinity,Disconnect,0
2/28/25,Online,eTail,3rd Party - Affinity,Upgrade,0
2/28/25,Online,eTail,3rd Party - Affinity,Uptier,0
2/28/25,Online,eTail,3rd Party - Affinity,Downgrade,0
2/28/25,Online,eTail,3rd Party - Affinity,Downtier,0
2/28/25,Online,eTail,3rd Party - Affinity,Sidegrade,1
2/28/25,Online,eTail,3rd Party - Affinity,Other,1
3/31/25,Online,Cox.com,Cox.com,New Connect,0.77
3/31/25,Online,Cox.com,Cox.com,Transfer,0.96
3/31/25,Online,Cox.com,Cox.com,Disconnect,0.71
3/31/25,Online,Cox.com,Cox.com,Upgrade,0.96
3/31/25,Online,Cox.com,Cox.com,Uptier,1
3/31/25,Online,Cox.com,Cox.com,Downgrade,1
3/31/25,Online,Cox.com,Cox.com,Downtier,1
3/31/25,Online,Cox.com,Cox.com,Sidegrade,1
3/31/25,Online,Cox.com,Cox.com,Other,1
3/31/25,Online,eTail,3rd Party - eTailer,New Connect,0.23
3/31/25,Online,eTail,3rd Party - eTailer,Transfer,0.04
3/31/25,Online,eTail,3rd Party - eTailer,Disconnect,0.29
3/31/25,Online,eTail,3rd Party - eTailer,Upgrade,0.04
3/31/25,Online,eTail,3rd Party - eTailer,Uptier,0
3/31/25,Online,eTail,3rd Party - eTailer,Downgrade,0
3/31/25,Online,eTail,3rd Party - eTailer,Downtier,0
3/31/25,Online,eTail,3rd Party - eTailer,Sidegrade,1
3/31/25,Online,eTail,3rd Party - eTailer,Other,1
3/31/25,Online,eTail,3rd Party - Affinity,New Connect,0
3/31/25,Online,eTail,3rd Party - Affinity,Transfer,0
3/31/25,Online,eTail,3rd Party - Affinity,Disconnect,0
3/31/25,Online,eTail,3rd Party - Affinity,Upgrade,0
3/31/25,Online,eTail,3rd Party - Affinity,Uptier,0
3/31/25,Online,eTail,3rd Party - Affinity,Downgrade,0
3/31/25,Online,eTail,3rd Party - Affinity,Downtier,0
3/31/25,Online,eTail,3rd Party - Affinity,Sidegrade,1
3/31/25,Online,eTail,3rd Party - Affinity,Other,1
4/30/25,Online,Cox.com,Cox.com,New Connect,0.77
4/30/25,Online,Cox.com,Cox.com,Transfer,0.96
4/30/25,Online,Cox.com,Cox.com,Disconnect,0.71
4/30/25,Online,Cox.com,Cox.com,Upgrade,0.96
4/30/25,Online,Cox.com,Cox.com,Uptier,1
4/30/25,Online,Cox.com,Cox.com,Downgrade,1
4/30/25,Online,Cox.com,Cox.com,Downtier,1
4/30/25,Online,Cox.com,Cox.com,Sidegrade,1
4/30/25,Online,Cox.com,Cox.com,Other,1
4/30/25,Online,eTail,3rd Party - eTailer,New Connect,0.23
4/30/25,Online,eTail,3rd Party - eTailer,Transfer,0.04
4/30/25,Online,eTail,3rd Party - eTailer,Disconnect,0.29
4/30/25,Online,eTail,3rd Party - eTailer,Upgrade,0.04
4/30/25,Online,eTail,3rd Party - eTailer,Uptier,0
4/30/25,Online,eTail,3rd Party - eTailer,Downgrade,0
4/30/25,Online,eTail,3rd Party - eTailer,Downtier,0
4/30/25,Online,eTail,3rd Party - eTailer,Sidegrade,1
4/30/25,Online,eTail,3rd Party - eTailer,Other,1
4/30/25,Online,eTail,3rd Party - Affinity,New Connect,0
4/30/25,Online,eTail,3rd Party - Affinity,Transfer,0
4/30/25,Online,eTail,3rd Party - Affinity,Disconnect,0
4/30/25,Online,eTail,3rd Party - Affinity,Upgrade,0
4/30/25,Online,eTail,3rd Party - Affinity,Uptier,0
4/30/25,Online,eTail,3rd Party - Affinity,Downgrade,0
4/30/25,Online,eTail,3rd Party - Affinity,Downtier,0
4/30/25,Online,eTail,3rd Party - Affinity,Sidegrade,1
4/30/25,Online,eTail,3rd Party - Affinity,Other,1
5/31/25,Online,Cox.com,Cox.com,New Connect,0.77
5/31/25,Online,Cox.com,Cox.com,Transfer,0.96
5/31/25,Online,Cox.com,Cox.com,Disconnect,0.71
5/31/25,Online,Cox.com,Cox.com,Upgrade,0.96
5/31/25,Online,Cox.com,Cox.com,Uptier,1
5/31/25,Online,Cox.com,Cox.com,Downgrade,1
5/31/25,Online,Cox.com,Cox.com,Downtier,1
5/31/25,Online,Cox.com,Cox.com,Sidegrade,1
5/31/25,Online,Cox.com,Cox.com,Other,1
5/31/25,Online,eTail,3rd Party - eTailer,New Connect,0.23
5/31/25,Online,eTail,3rd Party - eTailer,Transfer,0.04
5/31/25,Online,eTail,3rd Party - eTailer,Disconnect,0.29
5/31/25,Online,eTail,3rd Party - eTailer,Upgrade,0.04
5/31/25,Online,eTail,3rd Party - eTailer,Uptier,0
5/31/25,Online,eTail,3rd Party - eTailer,Downgrade,0
5/31/25,Online,eTail,3rd Party - eTailer,Downtier,0
5/31/25,Online,eTail,3rd Party - eTailer,Sidegrade,1
5/31/25,Online,eTail,3rd Party - eTailer,Other,1
5/31/25,Online,eTail,3rd Party - Affinity,New Connect,0
5/31/25,Online,eTail,3rd Party - Affinity,Transfer,0
5/31/25,Online,eTail,3rd Party - Affinity,Disconnect,0
5/31/25,Online,eTail,3rd Party - Affinity,Upgrade,0
5/31/25,Online,eTail,3rd Party - Affinity,Uptier,0
5/31/25,Online,eTail,3rd Party - Affinity,Downgrade,0
5/31/25,Online,eTail,3rd Party - Affinity,Downtier,0
5/31/25,Online,eTail,3rd Party - Affinity,Sidegrade,1
5/31/25,Online,eTail,3rd Party - Affinity,Other,1
6/30/25,Online,Cox.com,Cox.com,New Connect,0.77
6/30/25,Online,Cox.com,Cox.com,Transfer,0.96
6/30/25,Online,Cox.com,Cox.com,Disconnect,0.71
6/30/25,Online,Cox.com,Cox.com,Upgrade,0.96
6/30/25,Online,Cox.com,Cox.com,Uptier,1
6/30/25,Online,Cox.com,Cox.com,Downgrade,1
6/30/25,Online,Cox.com,Cox.com,Downtier,1
6/30/25,Online,Cox.com,Cox.com,Sidegrade,1
6/30/25,Online,Cox.com,Cox.com,Other,1
6/30/25,Online,eTail,3rd Party - eTailer,New Connect,0.23
6/30/25,Online,eTail,3rd Party - eTailer,Transfer,0.04
6/30/25,Online,eTail,3rd Party - eTailer,Disconnect,0.29
6/30/25,Online,eTail,3rd Party - eTailer,Upgrade,0.04
6/30/25,Online,eTail,3rd Party - eTailer,Uptier,0
6/30/25,Online,eTail,3rd Party - eTailer,Downgrade,0
6/30/25,Online,eTail,3rd Party - eTailer,Downtier,0
6/30/25,Online,eTail,3rd Party - eTailer,Sidegrade,1
6/30/25,Online,eTail,3rd Party - eTailer,Other,1
6/30/25,Online,eTail,3rd Party - Affinity,New Connect,0
6/30/25,Online,eTail,3rd Party - Affinity,Transfer,0
6/30/25,Online,eTail,3rd Party - Affinity,Disconnect,0
6/30/25,Online,eTail,3rd Party - Affinity,Upgrade,0
6/30/25,Online,eTail,3rd Party - Affinity,Uptier,0
6/30/25,Online,eTail,3rd Party - Affinity,Downgrade,0
6/30/25,Online,eTail,3rd Party - Affinity,Downtier,0
6/30/25,Online,eTail,3rd Party - Affinity,Sidegrade,1
6/30/25,Online,eTail,3rd Party - Affinity,Other,1
7/31/25,Online,Cox.com,Cox.com,New Connect,0.77
7/31/25,Online,Cox.com,Cox.com,Transfer,0.96
7/31/25,Online,Cox.com,Cox.com,Disconnect,0.71
7/31/25,Online,Cox.com,Cox.com,Upgrade,0.96
7/31/25,Online,Cox.com,Cox.com,Uptier,1
7/31/25,Online,Cox.com,Cox.com,Downgrade,1
7/31/25,Online,Cox.com,Cox.com,Downtier,1
7/31/25,Online,Cox.com,Cox.com,Sidegrade,1
7/31/25,Online,Cox.com,Cox.com,Other,1
7/31/25,Online,eTail,3rd Party - eTailer,New Connect,0.23
7/31/25,Online,eTail,3rd Party - eTailer,Transfer,0.04
7/31/25,Online,eTail,3rd Party - eTailer,Disconnect,0.29
7/31/25,Online,eTail,3rd Party - eTailer,Upgrade,0.04
7/31/25,Online,eTail,3rd Party - eTailer,Uptier,0
7/31/25,Online,eTail,3rd Party - eTailer,Downgrade,0
7/31/25,Online,eTail,3rd Party - eTailer,Downtier,0
7/31/25,Online,eTail,3rd Party - eTailer,Sidegrade,1
7/31/25,Online,eTail,3rd Party - eTailer,Other,1
7/31/25,Online,eTail,3rd Party - Affinity,New Connect,0
7/31/25,Online,eTail,3rd Party - Affinity,Transfer,0
7/31/25,Online,eTail,3rd Party - Affinity,Disconnect,0
7/31/25,Online,eTail,3rd Party - Affinity,Upgrade,0
7/31/25,Online,eTail,3rd Party - Affinity,Uptier,0
7/31/25,Online,eTail,3rd Party - Affinity,Downgrade,0
7/31/25,Online,eTail,3rd Party - Affinity,Downtier,0
7/31/25,Online,eTail,3rd Party - Affinity,Sidegrade,1
7/31/25,Online,eTail,3rd Party - Affinity,Other,1
8/31/25,Online,Cox.com,Cox.com,New Connect,0.77
8/31/25,Online,Cox.com,Cox.com,Transfer,0.96
8/31/25,Online,Cox.com,Cox.com,Disconnect,0.71
8/31/25,Online,Cox.com,Cox.com,Upgrade,0.96
8/31/25,Online,Cox.com,Cox.com,Uptier,1
8/31/25,Online,Cox.com,Cox.com,Downgrade,1
8/31/25,Online,Cox.com,Cox.com,Downtier,1
8/31/25,Online,Cox.com,Cox.com,Sidegrade,1
8/31/25,Online,Cox.com,Cox.com,Other,1
8/31/25,Online,eTail,3rd Party - eTailer,New Connect,0.23
8/31/25,Online,eTail,3rd Party - eTailer,Transfer,0.04
8/31/25,Online,eTail,3rd Party - eTailer,Disconnect,0.29
8/31/25,Online,eTail,3rd Party - eTailer,Upgrade,0.04
8/31/25,Online,eTail,3rd Party - eTailer,Uptier,0
8/31/25,Online,eTail,3rd Party - eTailer,Downgrade,0
8/31/25,Online,eTail,3rd Party - eTailer,Downtier,0
8/31/25,Online,eTail,3rd Party - eTailer,Sidegrade,1
8/31/25,Online,eTail,3rd Party - eTailer,Other,1
8/31/25,Online,eTail,3rd Party - Affinity,New Connect,0
8/31/25,Online,eTail,3rd Party - Affinity,Transfer,0
8/31/25,Online,eTail,3rd Party - Affinity,Disconnect,0
8/31/25,Online,eTail,3rd Party - Affinity,Upgrade,0
8/31/25,Online,eTail,3rd Party - Affinity,Uptier,0
8/31/25,Online,eTail,3rd Party - Affinity,Downgrade,0
8/31/25,Online,eTail,3rd Party - Affinity,Downtier,0
8/31/25,Online,eTail,3rd Party - Affinity,Sidegrade,1
8/31/25,Online,eTail,3rd Party - Affinity,Other,1
9/30/25,Online,Cox.com,Cox.com,New Connect,0.77
9/30/25,Online,Cox.com,Cox.com,Transfer,0.96
9/30/25,Online,Cox.com,Cox.com,Disconnect,0.71
9/30/25,Online,Cox.com,Cox.com,Upgrade,0.96
9/30/25,Online,Cox.com,Cox.com,Uptier,1
9/30/25,Online,Cox.com,Cox.com,Downgrade,1
9/30/25,Online,Cox.com,Cox.com,Downtier,1
9/30/25,Online,Cox.com,Cox.com,Sidegrade,1
9/30/25,Online,Cox.com,Cox.com,Other,1
9/30/25,Online,eTail,3rd Party - eTailer,New Connect,0.23
9/30/25,Online,eTail,3rd Party - eTailer,Transfer,0.04
9/30/25,Online,eTail,3rd Party - eTailer,Disconnect,0.29
9/30/25,Online,eTail,3rd Party - eTailer,Upgrade,0.04
9/30/25,Online,eTail,3rd Party - eTailer,Uptier,0
9/30/25,Online,eTail,3rd Party - eTailer,Downgrade,0
9/30/25,Online,eTail,3rd Party - eTailer,Downtier,0
9/30/25,Online,eTail,3rd Party - eTailer,Sidegrade,1
9/30/25,Online,eTail,3rd Party - eTailer,Other,1
9/30/25,Online,eTail,3rd Party - Affinity,New Connect,0
9/30/25,Online,eTail,3rd Party - Affinity,Transfer,0
9/30/25,Online,eTail,3rd Party - Affinity,Disconnect,0
9/30/25,Online,eTail,3rd Party - Affinity,Upgrade,0
9/30/25,Online,eTail,3rd Party - Affinity,Uptier,0
9/30/25,Online,eTail,3rd Party - Affinity,Downgrade,0
9/30/25,Online,eTail,3rd Party - Affinity,Downtier,0
9/30/25,Online,eTail,3rd Party - Affinity,Sidegrade,1
9/30/25,Online,eTail,3rd Party - Affinity,Other,1
10/31/25,Online,Cox.com,Cox.com,New Connect,0.77
10/31/25,Online,Cox.com,Cox.com,Transfer,0.96
10/31/25,Online,Cox.com,Cox.com,Disconnect,0.71
10/31/25,Online,Cox.com,Cox.com,Upgrade,0.96
10/31/25,Online,Cox.com,Cox.com,Uptier,1
10/31/25,Online,Cox.com,Cox.com,Downgrade,1
10/31/25,Online,Cox.com,Cox.com,Downtier,1
10/31/25,Online,Cox.com,Cox.com,Sidegrade,1
10/31/25,Online,Cox.com,Cox.com,Other,1
10/31/25,Online,eTail,3rd Party - eTailer,New Connect,0.23
10/31/25,Online,eTail,3rd Party - eTailer,Transfer,0.04
10/31/25,Online,eTail,3rd Party - eTailer,Disconnect,0.29
10/31/25,Online,eTail,3rd Party - eTailer,Upgrade,0.04
10/31/25,Online,eTail,3rd Party - eTailer,Uptier,0
10/31/25,Online,eTail,3rd Party - eTailer,Downgrade,0
10/31/25,Online,eTail,3rd Party - eTailer,Downtier,0
10/31/25,Online,eTail,3rd Party - eTailer,Sidegrade,1
10/31/25,Online,eTail,3rd Party - eTailer,Other,1
10/31/25,Online,eTail,3rd Party - Affinity,New Connect,0
10/31/25,Online,eTail,3rd Party - Affinity,Transfer,0
10/31/25,Online,eTail,3rd Party - Affinity,Disconnect,0
10/31/25,Online,eTail,3rd Party - Affinity,Upgrade,0
10/31/25,Online,eTail,3rd Party - Affinity,Uptier,0
10/31/25,Online,eTail,3rd Party - Affinity,Downgrade,0
10/31/25,Online,eTail,3rd Party - Affinity,Downtier,0
10/31/25,Online,eTail,3rd Party - Affinity,Sidegrade,1
10/31/25,Online,eTail,3rd Party - Affinity,Other,1
11/30/25,Online,Cox.com,Cox.com,New Connect,0.77
11/30/25,Online,Cox.com,Cox.com,Transfer,0.96
11/30/25,Online,Cox.com,Cox.com,Disconnect,0.71
11/30/25,Online,Cox.com,Cox.com,Upgrade,0.96
11/30/25,Online,Cox.com,Cox.com,Uptier,1
11/30/25,Online,Cox.com,Cox.com,Downgrade,1
11/30/25,Online,Cox.com,Cox.com,Downtier,1
11/30/25,Online,Cox.com,Cox.com,Sidegrade,1
11/30/25,Online,Cox.com,Cox.com,Other,1
11/30/25,Online,eTail,3rd Party - eTailer,New Connect,0.23
11/30/25,Online,eTail,3rd Party - eTailer,Transfer,0.04
11/30/25,Online,eTail,3rd Party - eTailer,Disconnect,0.29
11/30/25,Online,eTail,3rd Party - eTailer,Upgrade,0.04
11/30/25,Online,eTail,3rd Party - eTailer,Uptier,0
11/30/25,Online,eTail,3rd Party - eTailer,Downgrade,0
11/30/25,Online,eTail,3rd Party - eTailer,Downtier,0
11/30/25,Online,eTail,3rd Party - eTailer,Sidegrade,1
11/30/25,Online,eTail,3rd Party - eTailer,Other,1
11/30/25,Online,eTail,3rd Party - Affinity,New Connect,0
11/30/25,Online,eTail,3rd Party - Affinity,Transfer,0
11/30/25,Online,eTail,3rd Party - Affinity,Disconnect,0
11/30/25,Online,eTail,3rd Party - Affinity,Upgrade,0
11/30/25,Online,eTail,3rd Party - Affinity,Uptier,0
11/30/25,Online,eTail,3rd Party - Affinity,Downgrade,0
11/30/25,Online,eTail,3rd Party - Affinity,Downtier,0
11/30/25,Online,eTail,3rd Party - Affinity,Sidegrade,1
11/30/25,Online,eTail,3rd Party - Affinity,Other,1
12/31/25,Online,Cox.com,Cox.com,New Connect,0.77
12/31/25,Online,Cox.com,Cox.com,Transfer,0.96
12/31/25,Online,Cox.com,Cox.com,Disconnect,0.71
12/31/25,Online,Cox.com,Cox.com,Upgrade,0.96
12/31/25,Online,Cox.com,Cox.com,Uptier,1
12/31/25,Online,Cox.com,Cox.com,Downgrade,1
12/31/25,Online,Cox.com,Cox.com,Downtier,1
12/31/25,Online,Cox.com,Cox.com,Sidegrade,1
12/31/25,Online,Cox.com,Cox.com,Other,1
12/31/25,Online,eTail,3rd Party - eTailer,New Connect,0.23
12/31/25,Online,eTail,3rd Party - eTailer,Transfer,0.04
12/31/25,Online,eTail,3rd Party - eTailer,Disconnect,0.29
12/31/25,Online,eTail,3rd Party - eTailer,Upgrade,0.04
12/31/25,Online,eTail,3rd Party - eTailer,Uptier,0
12/31/25,Online,eTail,3rd Party - eTailer,Downgrade,0
12/31/25,Online,eTail,3rd Party - eTailer,Downtier,0
12/31/25,Online,eTail,3rd Party - eTailer,Sidegrade,1
12/31/25,Online,eTail,3rd Party - eTailer,Other,1
12/31/25,Online,eTail,3rd Party - Affinity,New Connect,0
12/31/25,Online,eTail,3rd Party - Affinity,Transfer,0
12/31/25,Online,eTail,3rd Party - Affinity,Disconnect,0
12/31/25,Online,eTail,3rd Party - Affinity,Upgrade,0
12/31/25,Online,eTail,3rd Party - Affinity,Uptier,0
12/31/25,Online,eTail,3rd Party - Affinity,Downgrade,0
12/31/25,Online,eTail,3rd Party - Affinity,Downtier,0
12/31/25,Online,eTail,3rd Party - Affinity,Sidegrade,1
12/31/25,Online,eTail,3rd Party - Affinity,Other,1
