Date String,Channel Group,Channel,Sub Channel,Activity,Ratio String
4/30/24,Online,eTail,3rd Party - eTailer,Disconnect,0.261
4/30/24,Online,eTail,3rd Party - eTailer,Upgrade,0.04
4/30/24,Online,eTail,3rd Party - eTailer,Uptier,0
4/30/24,Online,eTail,3rd Party - eTailer,Downgrade,0
4/30/24,Online,eTail,3rd Party - eTailer,Downtier,0
4/30/24,Online,eTail,3rd Party - eTailer,Sidegrade,1
4/30/24,Online,eTail,3rd Party - eTailer,Other,1
4/30/24,Online,eTail,3rd Party - Affinity,New Connect,0.016
4/30/24,Online,eTail,3rd Party - Affinity,Transfer,0.017
4/30/24,Online,eTail,3rd Party - Affinity,Disconnect,0.012
4/30/24,Online,eTail,3rd Party - Affinity,Upgrade,0.03
4/30/24,Online,eTail,3rd Party - Affinity,Uptier,0
4/30/24,Online,eTail,3rd Party - Affinity,Downgrade,0
4/30/24,Online,eTail,3rd Party - Affinity,Downtier,0
4/30/24,Online,eTail,3rd Party - Affinity,Sidegrade,1
4/30/24,Online,eTail,3rd Party - Affinity,Other,1
5/31/24,Online,Cox.com,Cox.com,New Connect,0.732
5/31/24,Online,Cox.com,Cox.com,Transfer,0.942
5/31/24,Online,Cox.com,Cox.com,Disconnect,0.727
5/31/24,Online,Cox.com,Cox.com,Upgrade,0.93
5/31/24,Online,Cox.com,Cox.com,Uptier,1
5/31/24,Online,Cox.com,Cox.com,Downgrade,1
5/31/24,Online,Cox.com,Cox.com,Downtier,1
5/31/24,Online,Cox.com,Cox.com,Sidegrade,1
5/31/24,Online,Cox.com,Cox.com,Other,1
5/31/24,Online,eTail,3rd Party - eTailer,New Connect,0.253
5/31/24,Online,eTail,3rd Party - eTailer,Transfer,0.041
5/31/24,Online,eTail,3rd Party - eTailer,Disconnect,0.261
5/31/24,Online,eTail,3rd Party - eTailer,Upgrade,0.04
5/31/24,Online,eTail,3rd Party - eTailer,Uptier,0
5/31/24,Online,eTail,3rd Party - eTailer,Downgrade,0
5/31/24,Online,eTail,3rd Party - eTailer,Downtier,0
5/31/24,Online,eTail,3rd Party - eTailer,Sidegrade,1
5/31/24,Online,eTail,3rd Party - eTailer,Other,1
5/31/24,Online,eTail,3rd Party - Affinity,New Connect,0.015
5/31/24,Online,eTail,3rd Party - Affinity,Transfer,0.017
5/31/24,Online,eTail,3rd Party - Affinity,Disconnect,0.012
5/31/24,Online,eTail,3rd Party - Affinity,Upgrade,0.03
5/31/24,Online,eTail,3rd Party - Affinity,Uptier,0
5/31/24,Online,eTail,3rd Party - Affinity,Downgrade,0
5/31/24,Online,eTail,3rd Party - Affinity,Downtier,0
5/31/24,Online,eTail,3rd Party - Affinity,Sidegrade,1
5/31/24,Online,eTail,3rd Party - Affinity,Other,1
6/30/24,Online,Cox.com,Cox.com,New Connect,0.73
6/30/24,Online,Cox.com,Cox.com,Transfer,0.942
6/30/24,Online,Cox.com,Cox.com,Disconnect,0.727
6/30/24,Online,Cox.com,Cox.com,Upgrade,0.93
6/30/24,Online,Cox.com,Cox.com,Uptier,1
6/30/24,Online,Cox.com,Cox.com,Downgrade,1
6/30/24,Online,Cox.com,Cox.com,Downtier,1
6/30/24,Online,Cox.com,Cox.com,Sidegrade,1
6/30/24,Online,Cox.com,Cox.com,Other,1
6/30/24,Online,eTail,3rd Party - eTailer,New Connect,0.257
6/30/24,Online,eTail,3rd Party - eTailer,Transfer,0.041
6/30/24,Online,eTail,3rd Party - eTailer,Disconnect,0.261
6/30/24,Online,eTail,3rd Party - eTailer,Upgrade,0.04
6/30/24,Online,eTail,3rd Party - eTailer,Uptier,0
6/30/24,Online,eTail,3rd Party - eTailer,Downgrade,0
6/30/24,Online,eTail,3rd Party - eTailer,Downtier,0
6/30/24,Online,eTail,3rd Party - eTailer,Sidegrade,1
6/30/24,Online,eTail,3rd Party - eTailer,Other,1
6/30/24,Online,eTail,3rd Party - Affinity,New Connect,0.013
6/30/24,Online,eTail,3rd Party - Affinity,Transfer,0.017
6/30/24,Online,eTail,3rd Party - Affinity,Disconnect,0.012
6/30/24,Online,eTail,3rd Party - Affinity,Upgrade,0.03
6/30/24,Online,eTail,3rd Party - Affinity,Uptier,0
6/30/24,Online,eTail,3rd Party - Affinity,Downgrade,0
6/30/24,Online,eTail,3rd Party - Affinity,Downtier,0
6/30/24,Online,eTail,3rd Party - Affinity,Sidegrade,1
6/30/24,Online,eTail,3rd Party - Affinity,Other,1
7/31/24,Online,Cox.com,Cox.com,New Connect,0.744
7/31/24,Online,Cox.com,Cox.com,Transfer,0.942
7/31/24,Online,Cox.com,Cox.com,Disconnect,0.727
7/31/24,Online,Cox.com,Cox.com,Upgrade,0.93
7/31/24,Online,Cox.com,Cox.com,Uptier,1
7/31/24,Online,Cox.com,Cox.com,Downgrade,1
7/31/24,Online,Cox.com,Cox.com,Downtier,1
7/31/24,Online,Cox.com,Cox.com,Sidegrade,1
7/31/24,Online,Cox.com,Cox.com,Other,1
7/31/24,Online,eTail,3rd Party - eTailer,New Connect,0.244
7/31/24,Online,eTail,3rd Party - eTailer,Transfer,0.041
7/31/24,Online,eTail,3rd Party - eTailer,Disconnect,0.261
7/31/24,Online,eTail,3rd Party - eTailer,Upgrade,0.04
7/31/24,Online,eTail,3rd Party - eTailer,Uptier,0
7/31/24,Online,eTail,3rd Party - eTailer,Downgrade,0
7/31/24,Online,eTail,3rd Party - eTailer,Downtier,0
7/31/24,Online,eTail,3rd Party - eTailer,Sidegrade,1
7/31/24,Online,eTail,3rd Party - eTailer,Other,1
7/31/24,Online,eTail,3rd Party - Affinity,New Connect,0.012
7/31/24,Online,eTail,3rd Party - Affinity,Transfer,0.017
7/31/24,Online,eTail,3rd Party - Affinity,Disconnect,0.012
7/31/24,Online,eTail,3rd Party - Affinity,Upgrade,0.03
7/31/24,Online,eTail,3rd Party - Affinity,Uptier,0
7/31/24,Online,eTail,3rd Party - Affinity,Downgrade,0
7/31/24,Online,eTail,3rd Party - Affinity,Downtier,0
7/31/24,Online,eTail,3rd Party - Affinity,Sidegrade,1
7/31/24,Online,eTail,3rd Party - Affinity,Other,1
8/31/24,Online,Cox.com,Cox.com,New Connect,0.753
8/31/24,Online,Cox.com,Cox.com,Transfer,0.942
8/31/24,Online,Cox.com,Cox.com,Disconnect,0.727
8/31/24,Online,Cox.com,Cox.com,Upgrade,0.93
8/31/24,Online,Cox.com,Cox.com,Uptier,1
8/31/24,Online,Cox.com,Cox.com,Downgrade,1
8/31/24,Online,Cox.com,Cox.com,Downtier,1
8/31/24,Online,Cox.com,Cox.com,Sidegrade,1
8/31/24,Online,Cox.com,Cox.com,Other,1
8/31/24,Online,eTail,3rd Party - eTailer,New Connect,0.228
8/31/24,Online,eTail,3rd Party - eTailer,Transfer,0.041
8/31/24,Online,eTail,3rd Party - eTailer,Disconnect,0.261
8/31/24,Online,eTail,3rd Party - eTailer,Upgrade,0.04
8/31/24,Online,eTail,3rd Party - eTailer,Uptier,0
8/31/24,Online,eTail,3rd Party - eTailer,Downgrade,0
8/31/24,Online,eTail,3rd Party - eTailer,Downtier,0
8/31/24,Online,eTail,3rd Party - eTailer,Sidegrade,1
8/31/24,Online,eTail,3rd Party - eTailer,Other,1
8/31/24,Online,eTail,3rd Party - Affinity,New Connect,0.019
8/31/24,Online,eTail,3rd Party - Affinity,Transfer,0.017
8/31/24,Online,eTail,3rd Party - Affinity,Disconnect,0.012
8/31/24,Online,eTail,3rd Party - Affinity,Upgrade,0.03
8/31/24,Online,eTail,3rd Party - Affinity,Uptier,0
8/31/24,Online,eTail,3rd Party - Affinity,Downgrade,0
8/31/24,Online,eTail,3rd Party - Affinity,Downtier,0
8/31/24,Online,eTail,3rd Party - Affinity,Sidegrade,1
8/31/24,Online,eTail,3rd Party - Affinity,Other,1
9/30/24,Online,Cox.com,Cox.com,New Connect,0.756
9/30/24,Online,Cox.com,Cox.com,Transfer,0.942
9/30/24,Online,Cox.com,Cox.com,Disconnect,0.727
9/30/24,Online,Cox.com,Cox.com,Upgrade,0.93
9/30/24,Online,Cox.com,Cox.com,Uptier,1
9/30/24,Online,Cox.com,Cox.com,Downgrade,1
9/30/24,Online,Cox.com,Cox.com,Downtier,1
9/30/24,Online,Cox.com,Cox.com,Sidegrade,1
9/30/24,Online,Cox.com,Cox.com,Other,1
9/30/24,Online,eTail,3rd Party - eTailer,New Connect,0.224
9/30/24,Online,eTail,3rd Party - eTailer,Transfer,0.041
9/30/24,Online,eTail,3rd Party - eTailer,Disconnect,0.261
9/30/24,Online,eTail,3rd Party - eTailer,Upgrade,0.04
9/30/24,Online,eTail,3rd Party - eTailer,Uptier,0
9/30/24,Online,eTail,3rd Party - eTailer,Downgrade,0
9/30/24,Online,eTail,3rd Party - eTailer,Downtier,0
9/30/24,Online,eTail,3rd Party - eTailer,Sidegrade,1
9/30/24,Online,eTail,3rd Party - eTailer,Other,1
9/30/24,Online,eTail,3rd Party - Affinity,New Connect,0.02
9/30/24,Online,eTail,3rd Party - Affinity,Transfer,0.017
9/30/24,Online,eTail,3rd Party - Affinity,Disconnect,0.012
9/30/24,Online,eTail,3rd Party - Affinity,Upgrade,0.03
9/30/24,Online,eTail,3rd Party - Affinity,Uptier,0
9/30/24,Online,eTail,3rd Party - Affinity,Downgrade,0
9/30/24,Online,eTail,3rd Party - Affinity,Downtier,0
9/30/24,Online,eTail,3rd Party - Affinity,Sidegrade,1
9/30/24,Online,eTail,3rd Party - Affinity,Other,1
10/31/24,Online,Cox.com,Cox.com,New Connect,0.745
10/31/24,Online,Cox.com,Cox.com,Transfer,0.942
10/31/24,Online,Cox.com,Cox.com,Disconnect,0.727
10/31/24,Online,Cox.com,Cox.com,Upgrade,0.93
10/31/24,Online,Cox.com,Cox.com,Uptier,1
10/31/24,Online,Cox.com,Cox.com,Downgrade,1
10/31/24,Online,Cox.com,Cox.com,Downtier,1
10/31/24,Online,Cox.com,Cox.com,Sidegrade,1
10/31/24,Online,Cox.com,Cox.com,Other,1
10/31/24,Online,eTail,3rd Party - eTailer,New Connect,0.233
10/31/24,Online,eTail,3rd Party - eTailer,Transfer,0.041
10/31/24,Online,eTail,3rd Party - eTailer,Disconnect,0.261
10/31/24,Online,eTail,3rd Party - eTailer,Upgrade,0.04
10/31/24,Online,eTail,3rd Party - eTailer,Uptier,0
10/31/24,Online,eTail,3rd Party - eTailer,Downgrade,0
10/31/24,Online,eTail,3rd Party - eTailer,Downtier,0
10/31/24,Online,eTail,3rd Party - eTailer,Sidegrade,1
10/31/24,Online,eTail,3rd Party - eTailer,Other,1
10/31/24,Online,eTail,3rd Party - Affinity,New Connect,0.022
10/31/24,Online,eTail,3rd Party - Affinity,Transfer,0.017
10/31/24,Online,eTail,3rd Party - Affinity,Disconnect,0.012
10/31/24,Online,eTail,3rd Party - Affinity,Upgrade,0.03
10/31/24,Online,eTail,3rd Party - Affinity,Uptier,0
10/31/24,Online,eTail,3rd Party - Affinity,Downgrade,0
10/31/24,Online,eTail,3rd Party - Affinity,Downtier,0
10/31/24,Online,eTail,3rd Party - Affinity,Sidegrade,1
10/31/24,Online,eTail,3rd Party - Affinity,Other,1
11/30/24,Online,Cox.com,Cox.com,New Connect,0.744
11/30/24,Online,Cox.com,Cox.com,Transfer,0.942
11/30/24,Online,Cox.com,Cox.com,Disconnect,0.727
11/30/24,Online,Cox.com,Cox.com,Upgrade,0.93
11/30/24,Online,Cox.com,Cox.com,Uptier,1
11/30/24,Online,Cox.com,Cox.com,Downgrade,1
11/30/24,Online,Cox.com,Cox.com,Downtier,1
11/30/24,Online,Cox.com,Cox.com,Sidegrade,1
11/30/24,Online,Cox.com,Cox.com,Other,1
11/30/24,Online,eTail,3rd Party - eTailer,New Connect,0.233
11/30/24,Online,eTail,3rd Party - eTailer,Transfer,0.041
11/30/24,Online,eTail,3rd Party - eTailer,Disconnect,0.261
11/30/24,Online,eTail,3rd Party - eTailer,Upgrade,0.04
11/30/24,Online,eTail,3rd Party - eTailer,Uptier,0
11/30/24,Online,eTail,3rd Party - eTailer,Downgrade,0
11/30/24,Online,eTail,3rd Party - eTailer,Downtier,0
11/30/24,Online,eTail,3rd Party - eTailer,Sidegrade,1
11/30/24,Online,eTail,3rd Party - eTailer,Other,1
11/30/24,Online,eTail,3rd Party - Affinity,New Connect,0.023
11/30/24,Online,eTail,3rd Party - Affinity,Transfer,0.017
11/30/24,Online,eTail,3rd Party - Affinity,Disconnect,0.012
11/30/24,Online,eTail,3rd Party - Affinity,Upgrade,0.03
11/30/24,Online,eTail,3rd Party - Affinity,Uptier,0
11/30/24,Online,eTail,3rd Party - Affinity,Downgrade,0
11/30/24,Online,eTail,3rd Party - Affinity,Downtier,0
11/30/24,Online,eTail,3rd Party - Affinity,Sidegrade,1
11/30/24,Online,eTail,3rd Party - Affinity,Other,1
12/31/24,Online,Cox.com,Cox.com,New Connect,0.74
12/31/24,Online,Cox.com,Cox.com,Transfer,0.942
12/31/24,Online,Cox.com,Cox.com,Disconnect,0.727
12/31/24,Online,Cox.com,Cox.com,Upgrade,0.93
12/31/24,Online,Cox.com,Cox.com,Uptier,1
12/31/24,Online,Cox.com,Cox.com,Downgrade,1
12/31/24,Online,Cox.com,Cox.com,Downtier,1
12/31/24,Online,Cox.com,Cox.com,Sidegrade,1
12/31/24,Online,Cox.com,Cox.com,Other,1
12/31/24,Online,eTail,3rd Party - eTailer,New Connect,0.236
12/31/24,Online,eTail,3rd Party - eTailer,Transfer,0.041
12/31/24,Online,eTail,3rd Party - eTailer,Disconnect,0.261
12/31/24,Online,eTail,3rd Party - eTailer,Upgrade,0.04
12/31/24,Online,eTail,3rd Party - eTailer,Uptier,0
12/31/24,Online,eTail,3rd Party - eTailer,Downgrade,0
12/31/24,Online,eTail,3rd Party - eTailer,Downtier,0
12/31/24,Online,eTail,3rd Party - eTailer,Sidegrade,1
12/31/24,Online,eTail,3rd Party - eTailer,Other,1
12/31/24,Online,eTail,3rd Party - Affinity,New Connect,0.024
12/31/24,Online,eTail,3rd Party - Affinity,Transfer,0.017
12/31/24,Online,eTail,3rd Party - Affinity,Disconnect,0.012
12/31/24,Online,eTail,3rd Party - Affinity,Upgrade,0.03
12/31/24,Online,eTail,3rd Party - Affinity,Uptier,0
12/31/24,Online,eTail,3rd Party - Affinity,Downgrade,0
12/31/24,Online,eTail,3rd Party - Affinity,Downtier,0
12/31/24,Online,eTail,3rd Party - Affinity,Sidegrade,1
12/31/24,Online,eTail,3rd Party - Affinity,Other,1
